,fp,tp,fn,precision,recall,episode_recall,f1,mdt,far,ar,n_episodes,n_alarms
ABCD,131.0,4.0,46.0,0.02962962962962963,0.08,0.08,0.04324324324324324,885.75,1.31,1.35,50.0,135.0
ABCDx,7.0,0.0,50.0,0.0,0.0,0.0,0.0,,0.06999999999999999,0.06999999999999999,50.0,7.0
ADWIN,417.0,12.0,42.0,0.027972027972027972,0.2222222222222222,0.16,0.04968944099378882,1134.5,4.17,4.29,50.0,429.0
CUSUM,180.0,4.0,46.0,0.021739130434782608,0.08,0.08,0.03418803418803419,1418.5,1.8,1.84,50.0,184.0
DDM,5393.0,163.0,16.0,0.02933765298776098,0.9106145251396648,0.68,0.056843940714908454,544.7058823529412,53.93,55.559999999999995,50.0,5556.0
EWMAChart,1.0,0.0,50.0,0.0,0.0,0.0,0.0,,0.01,0.01,50.0,1.0
GeometricMovingAverage,34769.0,1193.0,0.0,0.033173905789444416,1.0,1.0,0.0642174673664379,45.92,347.69,359.62,50.0,35962.0
HDDMAverage,193.0,2.0,48.0,0.010256410256410256,0.04,0.04,0.0163265306122449,1757.0,1.9300000000000002,1.95,50.0,195.0
HDDMWeighted,3750.0,131.0,5.0,0.03375418706518939,0.9632352941176471,0.9,0.06522280308688076,788.6666666666666,37.5,38.809999999999995,50.0,3881.0
PageHinkley,69.0,1.0,49.0,0.014285714285714285,0.02,0.02,0.016666666666666666,384.0,0.69,0.7,50.0,70.0
RDDM,50237.0,1696.0,0.0,0.03265746249975931,1.0,1.0,0.06324936135299931,68.7,502.37,519.3299999999999,50.0,51933.0
SEED,410.0,10.0,40.0,0.023809523809523808,0.2,0.2,0.0425531914893617,1552.7,4.1000000000000005,4.2,50.0,420.0
STEPD,330.0,9.0,41.0,0.02654867256637168,0.18,0.18,0.04627249357326479,1419.2222222222222,3.3,3.3899999999999997,50.0,339.0
STUDD,1692.0,57.0,33.0,0.032590051457975985,0.6333333333333333,0.34,0.061990212071778135,1151.4117647058824,16.92,17.49,50.0,1749.0
