,fp,tp,fn,precision,recall,episode_recall,f1,mdt,far,ar,n_episodes,n_alarms
ABCD,30.0,1.0,49.0,0.03225806451612903,0.02,0.02,0.024691358024691357,2288.0,0.6620762711864406,0.6841454802259886,50.0,31.0
ABCDx,0.0,0.0,50.0,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.0
ADWIN,307.0,9.0,47.0,0.028481012658227847,0.16071428571428573,0.06,0.04838709677419355,1267.6666666666667,6.775247175141242,6.973870056497175,50.0,316.0
CUSUM,92.0,19.0,31.0,0.17117117117117117,0.38,0.38,0.2360248447204969,1713.157894736842,2.030367231638418,2.4496822033898304,50.0,111.0
DDM,27.0,5.0,46.0,0.15625,0.09803921568627451,0.08,0.12048192771084337,1068.0,0.5958686440677966,0.7062146892655368,50.0,32.0
EWMAChart,0.0,0.0,50.0,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.0
GeometricMovingAverage,0.0,0.0,50.0,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.0
HDDMAverage,36.0,3.0,47.0,0.07692307692307693,0.06,0.06,0.06741573033707866,1642.0,0.7944915254237289,0.8606991525423728,50.0,39.0
HDDMWeighted,98.0,6.0,44.0,0.057692307692307696,0.12,0.12,0.07792207792207792,1428.8333333333333,2.1627824858757063,2.2951977401129944,50.0,104.0
PageHinkley,45.0,11.0,39.0,0.19642857142857142,0.22,0.22,0.20754716981132074,1838.090909090909,0.993114406779661,1.2358757062146895,50.0,56.0
RDDM,155.0,16.0,37.0,0.0935672514619883,0.3018867924528302,0.26,0.14285714285714285,1506.7692307692307,3.420727401129944,3.773834745762712,50.0,171.0
SEED,74.0,14.0,37.0,0.1590909090909091,0.27450980392156865,0.26,0.20143884892086333,1668.0,1.6331214689265536,1.942090395480226,50.0,88.0
STEPD,321.0,22.0,33.0,0.0641399416909621,0.4,0.34,0.11055276381909548,977.9411764705883,7.084216101694915,7.5697387005649714,50.0,343.0
STUDD,279.0,5.0,46.0,0.017605633802816902,0.09803921568627451,0.08,0.02985074626865672,1684.75,6.157309322033899,6.267655367231638,50.0,284.0
