,preds,true,detector_name
0,[],"(9572, 9572)",ABCD
1,[],"(9903, 9903)",ABCD
2,[],"(9479, 9479)",ABCD
3,[],"(12691, 12691)",ABCD
4,[],"(9307, 9307)",ABCD
5,[],"(10438, 10438)",ABCD
6,[],"(9827, 9827)",ABCD
7,[],"(13186, 13186)",ABCD
8,[],"(10373, 10373)",ABCD
9,[],"(12530, 12530)",ABCD
10,[],"(14202, 14202)",ABCD
11,[],"(12719, 12719)",ABCD
12,[],"(11624, 11624)",ABCD
13,[],"(11187, 11187)",ABCD
14,[],"(13183, 13183)",ABCD
15,[],"(14348, 14348)",ABCD
16,[],"(11157, 11157)",ABCD
17,[16446],"(13728, 13728)",ABCD
18,[],"(11920, 11920)",ABCD
19,[],"(9922, 9922)",ABCD
20,[],"(11643, 11643)",ABCD
21,[],"(10711, 10711)",ABCD
22,[],"(14112, 14112)",ABCD
23,[],"(12763, 12763)",ABCD
24,[],"(13308, 13308)",ABCD
25,[],"(11173, 11173)",ABCD
26,[],"(11090, 11090)",ABCD
27,[],"(11926, 11926)",ABCD
28,[],"(9163, 9163)",ABCD
29,[],"(12015, 12015)",ABCD
30,[12829],"(9622, 9622)",ABCD
31,[],"(11621, 11621)",ABCD
32,[],"(9775, 9775)",ABCD
33,[],"(14465, 14465)",ABCD
34,[],"(12509, 12509)",ABCD
35,[],"(12692, 12692)",ABCD
36,[],"(11297, 11297)",ABCD
37,[],"(9536, 9536)",ABCD
38,[],"(13985, 13985)",ABCD
39,[],"(10088, 10088)",ABCD
40,[13528],"(9852, 9852)",ABCD
41,[],"(12199, 12199)",ABCD
42,[],"(10573, 10573)",ABCD
43,[],"(12929, 12929)",ABCD
44,[],"(14228, 14228)",ABCD
45,[],"(13519, 13519)",ABCD
46,[],"(13350, 13350)",ABCD
47,[],"(9144, 9144)",ABCD
48,[],"(9919, 9919)",ABCD
49,[],"(9179, 9179)",ABCD
50,[],"(9572, 9572)",ABCDx
51,[],"(9903, 9903)",ABCDx
52,[12581],"(9479, 9479)",ABCDx
53,[],"(12691, 12691)",ABCDx
54,[],"(9307, 9307)",ABCDx
55,[],"(10438, 10438)",ABCDx
56,[],"(9827, 9827)",ABCDx
57,[],"(13186, 13186)",ABCDx
58,[],"(10373, 10373)",ABCDx
59,[],"(12530, 12530)",ABCDx
60,[],"(14202, 14202)",ABCDx
61,[],"(12719, 12719)",ABCDx
62,[],"(11624, 11624)",ABCDx
63,[],"(11187, 11187)",ABCDx
64,[],"(13183, 13183)",ABCDx
65,[],"(14348, 14348)",ABCDx
66,[],"(11157, 11157)",ABCDx
67,[],"(13728, 13728)",ABCDx
68,[],"(11920, 11920)",ABCDx
69,[],"(9922, 9922)",ABCDx
70,[],"(11643, 11643)",ABCDx
71,[],"(10711, 10711)",ABCDx
72,[],"(14112, 14112)",ABCDx
73,[],"(12763, 12763)",ABCDx
74,[],"(13308, 13308)",ABCDx
75,[],"(11173, 11173)",ABCDx
76,[],"(11090, 11090)",ABCDx
77,[],"(11926, 11926)",ABCDx
78,[],"(9163, 9163)",ABCDx
79,[],"(12015, 12015)",ABCDx
80,[],"(9622, 9622)",ABCDx
81,[],"(11621, 11621)",ABCDx
82,[],"(9775, 9775)",ABCDx
83,[],"(14465, 14465)",ABCDx
84,[],"(12509, 12509)",ABCDx
85,[],"(12692, 12692)",ABCDx
86,[],"(11297, 11297)",ABCDx
87,[],"(9536, 9536)",ABCDx
88,[],"(13985, 13985)",ABCDx
89,[],"(10088, 10088)",ABCDx
90,[13429],"(9852, 9852)",ABCDx
91,[],"(12199, 12199)",ABCDx
92,[],"(10573, 10573)",ABCDx
93,[],"(12929, 12929)",ABCDx
94,[],"(14228, 14228)",ABCDx
95,[],"(13519, 13519)",ABCDx
96,[],"(13350, 13350)",ABCDx
97,[],"(9144, 9144)",ABCDx
98,[],"(9919, 9919)",ABCDx
99,[12270],"(9179, 9179)",ABCDx
100,[],"(9572, 9572)",ADWIN
101,[16859],"(9903, 9903)",ADWIN
102,[],"(9479, 9479)",ADWIN
103,[],"(12691, 12691)",ADWIN
104,[],"(9307, 9307)",ADWIN
105,[],"(10438, 10438)",ADWIN
106,[],"(9827, 9827)",ADWIN
107,[],"(13186, 13186)",ADWIN
108,[],"(10373, 10373)",ADWIN
109,[],"(12530, 12530)",ADWIN
110,[],"(14202, 14202)",ADWIN
111,[],"(12719, 12719)",ADWIN
112,[15355],"(11624, 11624)",ADWIN
113,[],"(11187, 11187)",ADWIN
114,[],"(13183, 13183)",ADWIN
115,[],"(14348, 14348)",ADWIN
116,[],"(11157, 11157)",ADWIN
117,[],"(13728, 13728)",ADWIN
118,[],"(11920, 11920)",ADWIN
119,[],"(9922, 9922)",ADWIN
120,[],"(11643, 11643)",ADWIN
121,[],"(10711, 10711)",ADWIN
122,[],"(14112, 14112)",ADWIN
123,[],"(12763, 12763)",ADWIN
124,[],"(13308, 13308)",ADWIN
125,[],"(11173, 11173)",ADWIN
126,[],"(11090, 11090)",ADWIN
127,[],"(11926, 11926)",ADWIN
128,[16891],"(9163, 9163)",ADWIN
129,[],"(12015, 12015)",ADWIN
130,[],"(9622, 9622)",ADWIN
131,[],"(11621, 11621)",ADWIN
132,[],"(9775, 9775)",ADWIN
133,[],"(14465, 14465)",ADWIN
134,[],"(12509, 12509)",ADWIN
135,[],"(12692, 12692)",ADWIN
136,[],"(11297, 11297)",ADWIN
137,"[17467, 17819]","(9536, 9536)",ADWIN
138,[],"(13985, 13985)",ADWIN
139,[],"(10088, 10088)",ADWIN
140,[],"(9852, 9852)",ADWIN
141,[],"(12199, 12199)",ADWIN
142,"[16347, 16411]","(10573, 10573)",ADWIN
143,[],"(12929, 12929)",ADWIN
144,[],"(14228, 14228)",ADWIN
145,[],"(13519, 13519)",ADWIN
146,[],"(13350, 13350)",ADWIN
147,[],"(9144, 9144)",ADWIN
148,[],"(9919, 9919)",ADWIN
149,[],"(9179, 9179)",ADWIN
150,[],"(9572, 9572)",CUSUM
151,[14696],"(9903, 9903)",CUSUM
152,"[8487, 15178]","(9479, 9479)",CUSUM
153,[11794],"(12691, 12691)",CUSUM
154,[],"(9307, 9307)",CUSUM
155,[16961],"(10438, 10438)",CUSUM
156,[7945],"(9827, 9827)",CUSUM
157,[],"(13186, 13186)",CUSUM
158,"[7390, 17590]","(10373, 10373)",CUSUM
159,[],"(12530, 12530)",CUSUM
160,[10496],"(14202, 14202)",CUSUM
161,[10941],"(12719, 12719)",CUSUM
162,"[8036, 15292]","(11624, 11624)",CUSUM
163,[17640],"(11187, 11187)",CUSUM
164,[],"(13183, 13183)",CUSUM
165,[13191],"(14348, 14348)",CUSUM
166,[17923],"(11157, 11157)",CUSUM
167,[12409],"(13728, 13728)",CUSUM
168,[11422],"(11920, 11920)",CUSUM
