,fp,tp,fn,precision,recall,episode_recall,f1,mdt,far,ar,n_episodes,n_alarms
ABCD,83.0,4.0,46.0,0.04597701149425287,0.08,0.08,0.0583941605839416,1780.25,0.83,0.87,50.0,87.0
ABCDx,12.0,0.0,50.0,0.0,0.0,0.0,0.0,,0.12000000000000001,0.12000000000000001,50.0,12.0
ADWIN,391.0,20.0,41.0,0.04866180048661801,0.32786885245901637,0.18,0.08474576271186442,1239.3333333333333,3.91,4.11,50.0,411.0
CUSUM,274.0,10.0,40.0,0.035211267605633804,0.2,0.2,0.05988023952095809,1301.0,2.7399999999999998,2.84,50.0,284.0
DDM,60.0,3.0,47.0,0.047619047619047616,0.06,0.06,0.053097345132743355,902.6666666666666,0.6,0.63,50.0,63.0
EWMAChart,0.0,0.0,50.0,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.0
GeometricMovingAverage,0.0,0.0,50.0,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.0
HDDMAverage,150.0,4.0,46.0,0.025974025974025976,0.08,0.08,0.0392156862745098,1393.0,1.5,1.5399999999999998,50.0,154.0
HDDMWeighted,1171.0,36.0,26.0,0.029826014913007456,0.5806451612903226,0.48,0.056737588652482275,1249.9166666666667,11.709999999999999,12.07,50.0,1207.0
PageHinkley,122.0,5.0,45.0,0.03937007874015748,0.1,0.1,0.05649717514124293,1556.8,1.22,1.27,50.0,127.0
RDDM,352.0,16.0,36.0,0.043478260869565216,0.3076923076923077,0.28,0.0761904761904762,1265.857142857143,3.52,3.68,50.0,368.0
SEED,375.0,17.0,35.0,0.04336734693877551,0.3269230769230769,0.3,0.07657657657657657,1123.5333333333333,3.75,3.92,50.0,392.0
STEPD,1087.0,33.0,29.0,0.029464285714285714,0.532258064516129,0.42,0.055837563451776644,952.8571428571429,10.87,11.2,50.0,1120.0
STUDD,1895.0,54.0,33.0,0.027706516162134428,0.6206896551724138,0.34,0.05304518664047152,922.8823529411765,18.950000000000003,19.490000000000002,50.0,1949.0
