,fp,tp,fn,precision,recall,episode_recall,f1,mdt,far,ar,n_episodes,n_alarms
ABCD,43.0,1.0,49.0,0.022727272727272728,0.02,0.02,0.02127659574468085,1123.0,0.43,0.44,50.0,44.0
ABCDx,29.0,0.0,50.0,0.0,0.0,0.0,0.0,,0.29,0.29,50.0,29.0
ADWIN,90.0,28.0,41.0,0.23728813559322035,0.4057971014492754,0.18,0.2994652406417112,1457.3333333333333,0.9,1.1800000000000002,50.0,118.0
CUSUM,76.0,13.0,37.0,0.14606741573033707,0.26,0.26,0.18705035971223022,1596.5384615384614,0.76,0.8899999999999999,50.0,89.0
DDM,101.0,7.0,43.0,0.06481481481481481,0.14,0.14,0.08860759493670886,1947.7142857142858,1.01,1.08,50.0,108.0
EWMAChart,47.0,16.0,34.0,0.25396825396825395,0.32,0.32,0.2831858407079646,1367.0625,0.47,0.63,50.0,63.0
GeometricMovingAverage,9380.0,206.0,0.0,0.021489672438973505,1.0,1.0,0.042075163398692814,303.9,93.8,95.86,50.0,9586.0
HDDMAverage,259.0,15.0,38.0,0.05474452554744526,0.2830188679245283,0.24,0.09174311926605505,1362.75,2.59,2.7399999999999998,50.0,274.0
HDDMWeighted,607.0,19.0,31.0,0.03035143769968051,0.38,0.38,0.056213017751479286,1069.842105263158,6.07,6.26,50.0,626.0
PageHinkley,0.0,0.0,50.0,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.0
RDDM,259.0,13.0,37.0,0.04779411764705882,0.26,0.26,0.08074534161490683,1040.8461538461538,2.59,2.72,50.0,272.0
SEED,30.0,7.0,43.0,0.1891891891891892,0.14,0.14,0.16091954022988506,1774.142857142857,0.3,0.37,50.0,37.0
STEPD,78.0,13.0,37.0,0.14285714285714285,0.26,0.26,0.1843971631205674,1014.1538461538462,0.78,0.91,50.0,91.0
STUDD,490.0,75.0,32.0,0.13274336283185842,0.7009345794392523,0.36,0.22321428571428573,1052.4444444444443,4.8999999999999995,5.6499999999999995,50.0,565.0
