,fp,tp,fn,precision,recall,episode_recall,f1,mdt,far,ar,n_episodes,n_alarms
ABCD,1.0,0.0,50.0,0.0,0.0,0.0,0.0,,0.11678150181011328,0.11678150181011328,50.0,1.0
ABCDx,0.0,0.0,50.0,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.0
ADWIN,0.0,0.0,50.0,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.0
CUSUM,13.0,1.0,49.0,0.07142857142857142,0.02,0.02,0.03125,48.0,1.5181595235314727,1.634941025341586,50.0,14.0
DDM,5.0,0.0,50.0,0.0,0.0,0.0,0.0,,0.5839075090505664,0.5839075090505664,50.0,5.0
EWMAChart,0.0,0.0,50.0,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.0
GeometricMovingAverage,0.0,0.0,50.0,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.0
HDDMAverage,3.0,0.0,50.0,0.0,0.0,0.0,0.0,,0.35034450543033985,0.35034450543033985,50.0,3.0
HDDMWeighted,39.0,0.0,50.0,0.0,0.0,0.0,0.0,,4.5544785705944175,4.5544785705944175,50.0,39.0
PageHinkley,2.0,0.0,50.0,0.0,0.0,0.0,0.0,,0.23356300362022656,0.23356300362022656,50.0,2.0
RDDM,41.0,1.0,49.0,0.023809523809523808,0.02,0.02,0.021739130434782608,271.0,4.7880415742146445,4.9048230760247575,50.0,42.0
SEED,19.0,0.0,50.0,0.0,0.0,0.0,0.0,,2.2188485343921522,2.2188485343921522,50.0,19.0
STEPD,100.0,7.0,43.0,0.06542056074766354,0.14,0.14,0.08917197452229299,293.0,11.678150181011327,12.49562069368212,50.0,107.0
STUDD,3.0,0.0,50.0,0.0,0.0,0.0,0.0,,0.35034450543033985,0.35034450543033985,50.0,3.0
