,fp,tp,fn,precision,recall,episode_recall,f1,mdt,far,ar,n_episodes,n_alarms
ABCD,32.0,0.0,50.0,0.0,0.0,0.0,0.0,,0.32,0.32,50.0,32.0
ABCDx,13.0,18.0,32.0,0.5806451612903226,0.36,0.36,0.4444444444444445,2118.0,0.12999999999999998,0.31,50.0,31.0
ADWIN,107.0,15.0,46.0,0.12295081967213115,0.2459016393442623,0.08,0.1639344262295082,967.25,1.07,1.22,50.0,122.0
CUSUM,147.0,13.0,37.0,0.08125,0.26,0.26,0.12380952380952381,1266.0,1.47,1.6,50.0,160.0
DDM,24.0,3.0,47.0,0.1111111111111111,0.06,0.06,0.07792207792207792,1813.6666666666667,0.24000000000000002,0.27,50.0,27.0
EWMAChart,234.0,1.0,49.0,0.00425531914893617,0.02,0.02,0.007017543859649123,961.0,2.34,2.35,50.0,235.0
GeometricMovingAverage,0.0,0.0,50.0,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.0
HDDMAverage,64.0,3.0,47.0,0.04477611940298507,0.06,0.06,0.05128205128205129,1133.0,0.64,0.67,50.0,67.0
HDDMWeighted,1594.0,37.0,20.0,0.022685469037400367,0.6491228070175439,0.6,0.04383886255924171,1173.2666666666667,15.94,16.310000000000002,50.0,1631.0
PageHinkley,45.0,8.0,42.0,0.1509433962264151,0.16,0.16,0.1553398058252427,1557.125,0.45,0.53,50.0,53.0
RDDM,189.0,14.0,39.0,0.06896551724137931,0.2641509433962264,0.22,0.10937500000000001,1315.4545454545455,1.89,2.0300000000000002,50.0,203.0
SEED,103.0,25.0,25.0,0.1953125,0.5,0.5,0.2808988764044944,1245.4,1.03,1.28,50.0,128.0
STEPD,915.0,28.0,27.0,0.029692470837751856,0.509090909090909,0.46,0.0561122244488978,1148.5652173913043,9.15,9.43,50.0,943.0
STUDD,542.0,46.0,38.0,0.0782312925170068,0.5476190476190477,0.24,0.13690476190476192,1268.0,5.42,5.88,50.0,588.0
