,preds,true,detector_name
0,[],"(24577, 24577)",ABCD
1,[],"(28126, 28126)",ABCD
2,[],"(35199, 35199)",ABCD
3,[],"(23626, 23626)",ABCD
4,[38505],"(24524, 24524)",ABCD
5,[],"(29739, 29739)",ABCD
6,[44952],"(30448, 30448)",ABCD
7,[],"(23050, 23050)",ABCD
8,[],"(26483, 26483)",ABCD
9,[],"(35452, 35452)",ABCD
10,[],"(25576, 25576)",ABCD
11,[],"(34724, 34724)",ABCD
12,[],"(22907, 22907)",ABCD
13,[],"(31565, 31565)",ABCD
14,[45162],"(32057, 32057)",ABCD
15,[],"(34651, 34651)",ABCD
16,[41877],"(27231, 27231)",ABCD
17,[],"(30117, 30117)",ABCD
18,[],"(34839, 34839)",ABCD
19,[],"(31145, 31145)",ABCD
20,[41096],"(29602, 29602)",ABCD
21,[],"(35286, 35286)",ABCD
22,[],"(23261, 23261)",ABCD
23,[],"(31226, 31226)",ABCD
24,[],"(35728, 35728)",ABCD
25,[36813],"(28289, 28289)",ABCD
26,[],"(32919, 32919)",ABCD
27,[],"(25194, 25194)",ABCD
28,[42895],"(24403, 24403)",ABCD
29,[],"(28712, 28712)",ABCD
30,[],"(27688, 27688)",ABCD
31,[],"(35839, 35839)",ABCD
32,[44078],"(27467, 27467)",ABCD
33,[],"(23915, 23915)",ABCD
34,[],"(29377, 29377)",ABCD
35,[44678],"(28769, 28769)",ABCD
36,[34333],"(24736, 24736)",ABCD
37,[37265],"(22756, 22756)",ABCD
38,[],"(27671, 27671)",ABCD
39,[],"(35844, 35844)",ABCD
40,[],"(33862, 33862)",ABCD
41,[44575],"(29837, 29837)",ABCD
42,[43035],"(32922, 32922)",ABCD
43,[44240],"(22827, 22827)",ABCD
44,[],"(31349, 31349)",ABCD
45,[45289],"(28445, 28445)",ABCD
46,[],"(27613, 27613)",ABCD
47,[],"(30264, 30264)",ABCD
48,[],"(31513, 31513)",ABCD
49,[],"(26288, 26288)",ABCD
50,[],"(24577, 24577)",ABCDx
51,[],"(28126, 28126)",ABCDx
52,[],"(35199, 35199)",ABCDx
53,[],"(23626, 23626)",ABCDx
54,[],"(24524, 24524)",ABCDx
55,[],"(29739, 29739)",ABCDx
56,[],"(30448, 30448)",ABCDx
57,[25583],"(23050, 23050)",ABCDx
58,[],"(26483, 26483)",ABCDx
59,[],"(35452, 35452)",ABCDx
60,[],"(25576, 25576)",ABCDx
61,[],"(34724, 34724)",ABCDx
62,[],"(22907, 22907)",ABCDx
63,[38602],"(31565, 31565)",ABCDx
64,[],"(32057, 32057)",ABCDx
65,[],"(34651, 34651)",ABCDx
66,[],"(27231, 27231)",ABCDx
67,[],"(30117, 30117)",ABCDx
68,[43511],"(34839, 34839)",ABCDx
69,[],"(31145, 31145)",ABCDx
70,[32157],"(29602, 29602)",ABCDx
71,[],"(35286, 35286)",ABCDx
72,[],"(23261, 23261)",ABCDx
73,[],"(31226, 31226)",ABCDx
74,[],"(35728, 35728)",ABCDx
75,[],"(28289, 28289)",ABCDx
76,[],"(32919, 32919)",ABCDx
77,[],"(25194, 25194)",ABCDx
78,[],"(24403, 24403)",ABCDx
79,[31234],"(28712, 28712)",ABCDx
80,[],"(27688, 27688)",ABCDx
81,[45196],"(35839, 35839)",ABCDx
82,[],"(27467, 27467)",ABCDx
83,[],"(23915, 23915)",ABCDx
84,[],"(29377, 29377)",ABCDx
85,[],"(28769, 28769)",ABCDx
86,[],"(24736, 24736)",ABCDx
87,[],"(22756, 22756)",ABCDx
88,[],"(27671, 27671)",ABCDx
89,[43676],"(35844, 35844)",ABCDx
90,[],"(33862, 33862)",ABCDx
91,[38071],"(29837, 29837)",ABCDx
92,[35459],"(32922, 32922)",ABCDx
93,[],"(22827, 22827)",ABCDx
94,[],"(31349, 31349)",ABCDx
95,[],"(28445, 28445)",ABCDx
96,[],"(27613, 27613)",ABCDx
97,[],"(30264, 30264)",ABCDx
98,[38222],"(31513, 31513)",ABCDx
99,[],"(26288, 26288)",ABCDx
