,preds,true,detector_name
0,[12241],"(10210, 10210)",ABCD
1,"[8260, 9074, 9819]","(8005, 8005)",ABCD
2,[10217],"(9577, 9577)",ABCD
3,[10640],"(9562, 9562)",ABCD
4,"[7513, 9636]","(7222, 7222)",ABCD
5,"[7922, 9640]","(7588, 7588)",ABCD
6,[],"(9274, 9274)",ABCD
7,"[8479, 9489]","(8143, 8143)",ABCD
8,"[8469, 9562]","(8176, 8176)",ABCD
9,"[8006, 8988, 9897]","(7660, 7660)",ABCD
10,[11465],"(10644, 10644)",ABCD
11,[],"(9233, 9233)",ABCD
12,"[8171, 9676]","(7876, 7876)",ABCD
13,[10832],"(9422, 9422)",ABCD
14,[11282],"(10136, 10136)",ABCD
15,"[7748, 9326]","(7450, 7450)",ABCD
16,"[8663, 9491]","(8327, 8327)",ABCD
17,[11010],"(10410, 10410)",ABCD
18,"[8256, 9756]","(7966, 7966)",ABCD
19,[10590],"(9823, 9823)",ABCD
20,"[11278, 13870]","(10787, 10787)",ABCD
21,[],"(9200, 9200)",ABCD
22,"[9330, 9489]","(8974, 8974)",ABCD
23,"[7364, 9578]","(7032, 7032)",ABCD
24,[10756],"(9804, 9804)",ABCD
25,"[8816, 9309]","(8480, 8480)",ABCD
26,"[8300, 9748]","(8042, 8042)",ABCD
27,"[7284, 9305]","(6970, 6970)",ABCD
28,"[7751, 9193, 9587]","(7479, 7479)",ABCD
29,"[7478, 8407, 10118, 13315]","(7216, 7216)",ABCD
30,"[9036, 9557]","(8747, 8747)",ABCD
31,[],"(7284, 7284)",ABCD
32,"[7518, 9467]","(7177, 7177)",ABCD
33,[11289],"(10615, 10615)",ABCD
34,[11598],"(10231, 10231)",ABCD
35,"[7681, 9487]","(7379, 7379)",ABCD
36,"[8970, 9715]","(8661, 8661)",ABCD
37,[11425],"(10894, 10894)",ABCD
38,"[8447, 9066, 9703]","(8083, 8083)",ABCD
39,"[8497, 9561]","(8144, 8144)",ABCD
40,"[8585, 9761]","(8200, 8200)",ABCD
41,"[7687, 9553, 11153]","(7515, 7515)",ABCD
42,"[8279, 9660]","(7920, 7920)",ABCD
43,"[8009, 9010, 9598]","(7623, 7623)",ABCD
44,[],"(9796, 9796)",ABCD
45,[11207],"(10390, 10390)",ABCD
46,[11064],"(10513, 10513)",ABCD
47,[11002],"(10339, 10339)",ABCD
48,[10737],"(10212, 10212)",ABCD
49,"[8714, 9575]","(8434, 8434)",ABCD
50,[10705],"(10210, 10210)",ABCDx
51,[8349],"(8005, 8005)",ABCDx
52,[10091],"(9577, 9577)",ABCDx
53,[9847],"(9562, 9562)",ABCDx
54,[7643],"(7222, 7222)",ABCDx
55,[8003],"(7588, 7588)",ABCDx
56,[9614],"(9274, 9274)",ABCDx
