,preds,true,detector_name
0,[],"(65547, 65547)",ABCD
1,[85016],"(61017, 61017)",ABCD
2,[93401],"(74675, 74675)",ABCD
3,[75716],"(53451, 53451)",ABCD
4,[70122],"(63846, 63846)",ABCD
5,[70381],"(53330, 53330)",ABCD
6,[],"(60092, 60092)",ABCD
7,[71011],"(57627, 57627)",ABCD
8,[],"(60092, 60092)",ABCD
9,[],"(78088, 78088)",ABCD
10,[],"(73541, 73541)",ABCD
11,[87283],"(66086, 66086)",ABCD
12,[],"(77995, 77995)",ABCD
13,[],"(71497, 71497)",ABCD
14,[],"(65113, 65113)",ABCD
15,[],"(65818, 65818)",ABCD
16,[95620],"(65819, 65819)",ABCD
17,[96827],"(71622, 71622)",ABCD
18,[87973],"(77210, 77210)",ABCD
19,[63387],"(61208, 61208)",ABCD
20,[],"(56393, 56393)",ABCD
21,[93389],"(53877, 53877)",ABCD
22,[],"(78465, 78465)",ABCD
23,[72947],"(55508, 55508)",ABCD
24,[68825],"(57886, 57886)",ABCD
25,[82843],"(57909, 57909)",ABCD
26,[83489],"(79493, 79493)",ABCD
27,[],"(59948, 59948)",ABCD
28,[],"(67634, 67634)",ABCD
29,[98911],"(69951, 69951)",ABCD
30,[],"(67648, 67648)",ABCD
31,[83546],"(76669, 76669)",ABCD
32,[83243],"(54630, 54630)",ABCD
33,[],"(58749, 58749)",ABCD
34,[],"(66990, 66990)",ABCD
35,[],"(59578, 59578)",ABCD
36,[],"(73832, 73832)",ABCD
37,[],"(78172, 78172)",ABCD
38,[],"(59068, 59068)",ABCD
39,[88624],"(60123, 60123)",ABCD
40,[],"(58786, 58786)",ABCD
41,[66475],"(54105, 54105)",ABCD
42,[99477],"(76249, 76249)",ABCD
43,[],"(50706, 50706)",ABCD
44,[90115],"(75673, 75673)",ABCD
45,[],"(75396, 75396)",ABCD
46,[],"(57754, 57754)",ABCD
47,[],"(56178, 56178)",ABCD
48,[69044],"(66386, 66386)",ABCD
49,[86614],"(70622, 70622)",ABCD
50,[68964],"(65547, 65547)",ABCDx
51,[64543],"(61017, 61017)",ABCDx
52,[],"(74675, 74675)",ABCDx
53,[],"(53451, 53451)",ABCDx
54,[],"(63846, 63846)",ABCDx
55,[56527],"(53330, 53330)",ABCDx
56,[],"(60092, 60092)",ABCDx
57,[60852],"(57627, 57627)",ABCDx
58,[],"(60092, 60092)",ABCDx
59,[97180],"(78088, 78088)",ABCDx
60,[],"(73541, 73541)",ABCDx
61,[95438],"(66086, 66086)",ABCDx
62,[81658],"(77995, 77995)",ABCDx
63,[],"(71497, 71497)",ABCDx
64,[68600],"(65113, 65113)",ABCDx
65,[],"(65818, 65818)",ABCDx
66,[68985],"(65819, 65819)",ABCDx
67,[],"(71622, 71622)",ABCDx
68,[89172],"(77210, 77210)",ABCDx
69,[83201],"(61208, 61208)",ABCDx
70,[59278],"(56393, 56393)",ABCDx
71,[],"(53877, 53877)",ABCDx
72,[],"(78465, 78465)",ABCDx
73,[67934],"(55508, 55508)",ABCDx
74,[],"(57886, 57886)",ABCDx
75,[85685],"(57909, 57909)",ABCDx
76,[],"(79493, 79493)",ABCDx
77,[63241],"(59948, 59948)",ABCDx
78,[],"(67634, 67634)",ABCDx
79,[73556],"(69951, 69951)",ABCDx
80,[70977],"(67648, 67648)",ABCDx
81,[94038],"(76669, 76669)",ABCDx
82,[70376],"(54630, 54630)",ABCDx
83,[],"(58749, 58749)",ABCDx
84,[80601],"(66990, 66990)",ABCDx
85,[],"(59578, 59578)",ABCDx
86,[77529],"(73832, 73832)",ABCDx
87,[],"(78172, 78172)",ABCDx
88,[],"(59068, 59068)",ABCDx
89,[63368],"(60123, 60123)",ABCDx
90,[61962],"(58786, 58786)",ABCDx
91,[57156],"(54105, 54105)",ABCDx
92,[],"(76249, 76249)",ABCDx
93,[62005],"(50706, 50706)",ABCDx
94,[],"(75673, 75673)",ABCDx
95,[78585],"(75396, 75396)",ABCDx
96,[],"(57754, 57754)",ABCDx
97,[68275],"(56178, 56178)",ABCDx
98,[81452],"(66386, 66386)",ABCDx
99,[82444],"(70622, 70622)",ABCDx
100,[],"(65547, 65547)",ADWIN
101,[],"(61017, 61017)",ADWIN
102,[],"(74675, 74675)",ADWIN
103,[],"(53451, 53451)",ADWIN
104,[87638],"(63846, 63846)",ADWIN
105,[],"(53330, 53330)",ADWIN
106,"[63703, 63832, 64179, 64320, 67992, 77079, 77417]","(60092, 60092)",ADWIN
107,"[95865, 95928, 97939]","(57627, 57627)",ADWIN
108,"[63260, 63400, 64343]","(60092, 60092)",ADWIN
109,[],"(78088, 78088)",ADWIN
110,[72712],"(73541, 73541)",ADWIN
111,[],"(66086, 66086)",ADWIN
112,[],"(77995, 77995)",ADWIN
113,[],"(71497, 71497)",ADWIN
114,"[68911, 69037, 69192, 69263, 69417, 70049, 70889]","(65113, 65113)",ADWIN
115,[],"(65818, 65818)",ADWIN
116,"[77088, 77540, 95371, 95521]","(65819, 65819)",ADWIN
117,"[75004, 75070, 75144, 75599, 84634]","(71622, 71622)",ADWIN
118,"[82891, 83184, 83579, 83912, 84125, 84432, 84556, 86758, 89874]","(77210, 77210)",ADWIN
119,"[58600, 62337, 62702, 62815, 62861, 62909, 63074, 63120, 63176]","(61208, 61208)",ADWIN
120,"[57992, 60912, 62744]","(56393, 56393)",ADWIN
121,"[48488, 55225]","(53877, 53877)",ADWIN
122,[],"(78465, 78465)",ADWIN
123,[],"(55508, 55508)",ADWIN
124,[],"(57886, 57886)",ADWIN
125,[],"(57909, 57909)",ADWIN
126,[79595],"(79493, 79493)",ADWIN
127,"[63854, 63920, 64063, 64128, 64455, 64749, 64998, 66367]","(59948, 59948)",ADWIN
128,"[72214, 72331, 73020, 76841, 77058, 77253, 78672]","(67634, 67634)",ADWIN
129,[],"(69951, 69951)",ADWIN
130,[],"(67648, 67648)",ADWIN
131,"[68584, 68680]","(76669, 76669)",ADWIN
132,"[47496, 48488, 49000, 57555, 59597, 60080, 60355, 60881, 84857]","(54630, 54630)",ADWIN
133,"[63065, 63139, 64752, 66569, 78018, 86334]","(58749, 58749)",ADWIN
134,[],"(66990, 66990)",ADWIN
135,[99689],"(59578, 59578)",ADWIN
136,[],"(73832, 73832)",ADWIN
137,"[68712, 69288, 70536]","(78172, 78172)",ADWIN
138,[],"(59068, 59068)",ADWIN
139,[],"(60123, 60123)",ADWIN
140,"[51592, 57864]","(58786, 58786)",ADWIN
141,[],"(54105, 54105)",ADWIN
142,[],"(76249, 76249)",ADWIN
143,"[84025, 84096, 86681]","(50706, 50706)",ADWIN
144,"[78691, 79224, 80263, 80330, 80384, 80535, 81474, 81685, 83339, 94162]","(75673, 75673)",ADWIN
145,"[81356, 81409, 82453, 82793, 83292, 83497]","(75396, 75396)",ADWIN
146,"[59124, 62376, 63107, 63530, 64427, 64700, 66254, 66384, 67241, 68738, 70310, 92662]","(57754, 57754)",ADWIN
147,[],"(56178, 56178)",ADWIN
148,"[64104, 65768, 84370]","(66386, 66386)",ADWIN
149,"[75067, 75357, 76357, 77537, 78117, 79723, 82116, 86335]","(70622, 70622)",ADWIN
150,"[29215, 32868, 54029, 64900, 69906, 90334]","(65547, 65547)",CUSUM
151,"[43739, 65358, 87257, 98758]","(61017, 61017)",CUSUM
152,"[31605, 47881, 51620, 63458, 78608]","(74675, 74675)",CUSUM
