,fp,tp,fn,precision,recall,episode_recall,f1,mdt,far,ar,n_episodes,n_alarms
ABCD,0.0,50.0,0.0,1.0,1.0,1.0,1.0,685.14,0.0,1.1034604519774012,50.0,50.0
ABCDx,0.0,0.0,50.0,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.0
ADWIN,0.0,0.0,50.0,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.0
CUSUM,39.0,0.0,50.0,0.0,0.0,0.0,0.0,,0.8606991525423728,0.8606991525423728,50.0,39.0
DDM,1270.0,44.0,43.0,0.0334855403348554,0.5057471264367817,0.14,0.06281227694503926,895.5714285714286,28.02789548022599,28.9989406779661,50.0,1314.0
EWMAChart,0.0,0.0,50.0,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.0
GeometricMovingAverage,488.0,62.0,0.0,0.11272727272727273,1.0,1.0,0.20261437908496732,1036.68,10.769774011299434,12.138064971751412,50.0,550.0
HDDMAverage,75.0,31.0,28.0,0.29245283018867924,0.5254237288135594,0.44,0.3757575757575758,1284.2727272727273,1.6551906779661016,2.3393361581920904,50.0,106.0
HDDMWeighted,1413.0,269.0,0.0,0.15992865636147444,1.0,1.0,0.27575602255253717,407.84,31.183792372881356,37.12040960451977,50.0,1682.0
PageHinkley,0.0,0.0,50.0,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.0
RDDM,1033.0,39.0,32.0,0.036380597014925374,0.5492957746478874,0.36,0.06824146981627296,1227.388888888889,22.797492937853107,23.65819209039548,50.0,1072.0
SEED,2.0,55.0,0.0,0.9649122807017544,1.0,1.0,0.9821428571428572,176.42,0.04413841807909605,1.2579449152542372,50.0,57.0
STEPD,101.0,62.0,0.0,0.3803680981595092,1.0,1.0,0.5511111111111111,85.74,2.2289901129943503,3.5972810734463274,50.0,163.0
STUDD,117.0,22.0,38.0,0.15827338129496402,0.36666666666666664,0.24,0.22110552763819094,1180.8333333333333,2.5820974576271185,3.067620056497175,50.0,139.0
