,fp,tp,fn,precision,recall,episode_recall,f1,mdt,far,ar,n_episodes,n_alarms
ABCD,178.0,43.0,17.0,0.19457013574660634,0.7166666666666667,0.66,0.30604982206405695,1516.6666666666667,1.7799999999999998,2.21,50.0,221.0
ABCDx,50.0,50.0,0.0,0.5,1.0,1.0,0.6666666666666666,825.3,0.5,1.0,50.0,100.0
ADWIN,615.0,22.0,36.0,0.03453689167974882,0.3793103448275862,0.28,0.06330935251798561,2008.0,6.15,6.37,50.0,637.0
CUSUM,191.0,2.0,48.0,0.010362694300518135,0.04,0.04,0.016460905349794237,144.5,1.91,1.9300000000000002,50.0,193.0
DDM,6077.0,105.0,27.0,0.01698479456486574,0.7954545454545454,0.46,0.03325942350332594,640.7826086956521,60.769999999999996,61.82,50.0,6182.0
EWMAChart,0.0,0.0,50.0,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.0
GeometricMovingAverage,36354.0,1251.0,0.0,0.033266852812126047,1.0,1.0,0.0643915997529339,53.48,363.53999999999996,376.05,50.0,37605.0
HDDMAverage,276.0,24.0,28.0,0.08,0.46153846153846156,0.44,0.13636363636363638,1662.6363636363637,2.76,3.0,50.0,300.0
HDDMWeighted,4714.0,192.0,1.0,0.03913575214023644,0.9948186528497409,0.98,0.07530888409492056,707.0612244897959,47.14,49.06,50.0,4906.0
PageHinkley,75.0,0.0,50.0,0.0,0.0,0.0,0.0,,0.75,0.75,50.0,75.0
RDDM,53626.0,1850.0,1.0,0.03334775398370467,0.9994597514856834,0.98,0.06454201336194114,108.20408163265306,536.26,554.76,50.0,55476.0
SEED,531.0,99.0,3.0,0.15714285714285714,0.9705882352941176,0.94,0.2704918032786885,803.063829787234,5.31,6.3,50.0,630.0
STEPD,424.0,71.0,2.0,0.14343434343434344,0.9726027397260274,0.96,0.25000000000000006,792.0625,4.24,4.95,50.0,495.0
STUDD,12246.0,105.0,16.0,0.008501335924216662,0.8677685950413223,0.68,0.016837716484926234,1550.9411764705883,122.46,123.50999999999999,50.0,12351.0
