,fp,tp,fn,precision,recall,episode_recall,f1,mdt,far,ar,n_episodes,n_alarms
ABCD,2.0,50.0,0.0,0.9615384615384616,1.0,1.0,0.9803921568627451,418.8,0.02,0.5199999999999999,50.0,52.0
ABCDx,0.0,50.0,0.0,1.0,1.0,1.0,1.0,189.48,0.0,0.5,50.0,50.0
ADWIN,8.0,0.0,50.0,0.0,0.0,0.0,0.0,,0.08,0.08,50.0,8.0
CUSUM,32.0,0.0,50.0,0.0,0.0,0.0,0.0,,0.32,0.32,50.0,32.0
DDM,7.0,0.0,50.0,0.0,0.0,0.0,0.0,,0.06999999999999999,0.06999999999999999,50.0,7.0
EWMAChart,171.0,0.0,50.0,0.0,0.0,0.0,0.0,,1.71,1.71,50.0,171.0
GeometricMovingAverage,0.0,0.0,50.0,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.0
HDDMAverage,15.0,2.0,48.0,0.11764705882352941,0.04,0.04,0.05970149253731344,1267.5,0.15,0.17,50.0,17.0
HDDMWeighted,197.0,16.0,34.0,0.07511737089201878,0.32,0.32,0.12167300380228135,1585.625,1.97,2.13,50.0,213.0
PageHinkley,7.0,0.0,50.0,0.0,0.0,0.0,0.0,,0.06999999999999999,0.06999999999999999,50.0,7.0
RDDM,76.0,0.0,50.0,0.0,0.0,0.0,0.0,,0.76,0.76,50.0,76.0
SEED,41.0,54.0,0.0,0.5684210526315789,1.0,1.0,0.7248322147651006,35.12,0.41,0.95,50.0,95.0
STEPD,732.0,84.0,0.0,0.10294117647058823,1.0,1.0,0.18666666666666665,12.24,7.32,8.16,50.0,816.0
STUDD,366.0,304.0,2.0,0.4537313432835821,0.9934640522875817,0.96,0.6229508196721312,471.9166666666667,3.66,6.7,50.0,670.0
