,preds,true,detector_name
0,[],"(9572, 9572)",ABCD
1,[],"(9903, 9903)",ABCD
2,[14778],"(9479, 9479)",ABCD
3,[],"(12691, 12691)",ABCD
4,[14153],"(9307, 9307)",ABCD
5,[14189],"(10438, 10438)",ABCD
6,[],"(9827, 9827)",ABCD
7,[17740],"(13186, 13186)",ABCD
8,[17330],"(10373, 10373)",ABCD
9,[],"(12530, 12530)",ABCD
10,[16617],"(14202, 14202)",ABCD
11,[],"(12719, 12719)",ABCD
12,[17051],"(11624, 11624)",ABCD
13,[15762],"(11187, 11187)",ABCD
14,[],"(13183, 13183)",ABCD
15,[],"(14348, 14348)",ABCD
16,[16551],"(11157, 11157)",ABCD
17,[],"(13728, 13728)",ABCD
18,[16512],"(11920, 11920)",ABCD
19,[14228],"(9922, 9922)",ABCD
20,[17676],"(11643, 11643)",ABCD
21,[],"(10711, 10711)",ABCD
22,[17890],"(14112, 14112)",ABCD
23,[17110],"(12763, 12763)",ABCD
24,[],"(13308, 13308)",ABCD
25,[16233],"(11173, 11173)",ABCD
26,[17017],"(11090, 11090)",ABCD
27,[16894],"(11926, 11926)",ABCD
28,[],"(9163, 9163)",ABCD
29,[],"(12015, 12015)",ABCD
30,[14833],"(9622, 9622)",ABCD
31,[16293],"(11621, 11621)",ABCD
32,[15002],"(9775, 9775)",ABCD
33,[],"(14465, 14465)",ABCD
34,[],"(12509, 12509)",ABCD
35,[17558],"(12692, 12692)",ABCD
36,[],"(11297, 11297)",ABCD
37,[14484],"(9536, 9536)",ABCD
38,[],"(13985, 13985)",ABCD
39,[],"(10088, 10088)",ABCD
40,[16012],"(9852, 9852)",ABCD
41,[],"(12199, 12199)",ABCD
42,[],"(10573, 10573)",ABCD
43,[17658],"(12929, 12929)",ABCD
44,[],"(14228, 14228)",ABCD
45,[17205],"(13519, 13519)",ABCD
46,[16526],"(13350, 13350)",ABCD
47,[],"(9144, 9144)",ABCD
48,[],"(9919, 9919)",ABCD
49,[12793],"(9179, 9179)",ABCD
50,[11424],"(9572, 9572)",ABCDx
51,[],"(9903, 9903)",ABCDx
52,[11225],"(9479, 9479)",ABCDx
53,[],"(12691, 12691)",ABCDx
54,[11148],"(9307, 9307)",ABCDx
55,[],"(10438, 10438)",ABCDx
56,[],"(9827, 9827)",ABCDx
57,[],"(13186, 13186)",ABCDx
58,[],"(10373, 10373)",ABCDx
59,[],"(12530, 12530)",ABCDx
60,[],"(14202, 14202)",ABCDx
61,[17239],"(12719, 12719)",ABCDx
62,[],"(11624, 11624)",ABCDx
63,[],"(11187, 11187)",ABCDx
64,[],"(13183, 13183)",ABCDx
65,[],"(14348, 14348)",ABCDx
66,[],"(11157, 11157)",ABCDx
67,[],"(13728, 13728)",ABCDx
68,[],"(11920, 11920)",ABCDx
69,[],"(9922, 9922)",ABCDx
70,[],"(11643, 11643)",ABCDx
71,[],"(10711, 10711)",ABCDx
72,[],"(14112, 14112)",ABCDx
73,[],"(12763, 12763)",ABCDx
74,[],"(13308, 13308)",ABCDx
75,[],"(11173, 11173)",ABCDx
76,[],"(11090, 11090)",ABCDx
77,[],"(11926, 11926)",ABCDx
78,[],"(9163, 9163)",ABCDx
79,[],"(12015, 12015)",ABCDx
80,[13437],"(9622, 9622)",ABCDx
81,[],"(11621, 11621)",ABCDx
82,[],"(9775, 9775)",ABCDx
83,[],"(14465, 14465)",ABCDx
84,[],"(12509, 12509)",ABCDx
85,[17394],"(12692, 12692)",ABCDx
86,[],"(11297, 11297)",ABCDx
87,[],"(9536, 9536)",ABCDx
88,[],"(13985, 13985)",ABCDx
89,[],"(10088, 10088)",ABCDx
90,[],"(9852, 9852)",ABCDx
91,[],"(12199, 12199)",ABCDx
92,[],"(10573, 10573)",ABCDx
93,[],"(12929, 12929)",ABCDx
94,[],"(14228, 14228)",ABCDx
95,[],"(13519, 13519)",ABCDx
96,[],"(13350, 13350)",ABCDx
97,[],"(9144, 9144)",ABCDx
98,[],"(9919, 9919)",ABCDx
99,[10908],"(9179, 9179)",ABCDx
100,[],"(9572, 9572)",ADWIN
101,"[11490, 11550, 11825, 12045, 12618, 13061]","(9903, 9903)",ADWIN
102,"[12850, 13031, 13532, 14782, 14841, 14898, 15909]","(9479, 9479)",ADWIN
103,"[15150, 15222, 15820, 15885, 16260, 16534]","(12691, 12691)",ADWIN
104,[],"(9307, 9307)",ADWIN
105,[],"(10438, 10438)",ADWIN
106,[],"(9827, 9827)",ADWIN
107,"[15841, 16100, 16270, 16406, 16725]","(13186, 13186)",ADWIN
108,[],"(10373, 10373)",ADWIN
109,"[14675, 14885, 15090, 15220, 15489, 15550, 17129]","(12530, 12530)",ADWIN
110,"[15301, 16562, 16737, 16856, 16924, 16987, 17920]","(14202, 14202)",ADWIN
111,"[15468, 15671, 15749, 16116, 17186]","(12719, 12719)",ADWIN
112,"[14705, 14772, 15050, 15165, 15482, 15663, 15797, 17908]","(11624, 11624)",ADWIN
113,[],"(11187, 11187)",ADWIN
114,[],"(13183, 13183)",ADWIN
115,"[16451, 16974, 17036, 17103]","(14348, 14348)",ADWIN
116,[],"(11157, 11157)",ADWIN
117,"[17122, 17365, 17473, 17548]","(13728, 13728)",ADWIN
118,"[13796, 13989, 14166, 14913, 16110, 16812]","(11920, 11920)",ADWIN
119,"[11074, 11169, 12791, 13774, 14021, 15726, 16084, 17474]","(9922, 9922)",ADWIN
120,[],"(11643, 11643)",ADWIN
121,"[12173, 12237, 12307, 14456]","(10711, 10711)",ADWIN
122,"[16357, 16534, 16609, 16865, 16931, 17065, 17255, 17582]","(14112, 14112)",ADWIN
123,"[15535, 15606, 15671, 15872, 16008, 16070, 16218]","(12763, 12763)",ADWIN
124,"[15499, 15568, 15623, 15680, 16367, 16687, 16749, 17055]","(13308, 13308)",ADWIN
125,"[14081, 14326, 14821, 15027, 15227, 15609]","(11173, 11173)",ADWIN
126,"[13647, 13764, 14901, 15411, 15755, 17385]","(11090, 11090)",ADWIN
127,"[14429, 14486, 14555, 14740, 16271]","(11926, 11926)",ADWIN
128,"[17416, 17926]","(9163, 9163)",ADWIN
129,[],"(12015, 12015)",ADWIN
130,[],"(9622, 9622)",ADWIN
131,"[15045, 15176, 15367, 15815, 16695, 16769]","(11621, 11621)",ADWIN
132,[],"(9775, 9775)",ADWIN
133,[],"(14465, 14465)",ADWIN
134,"[15009, 15252, 15744, 15813, 15868, 16252]","(12509, 12509)",ADWIN
135,"[15173, 15414, 15738, 16318, 16784, 17845]","(12692, 12692)",ADWIN
136,"[13503, 13567, 13620, 13817, 13971, 14160]","(11297, 11297)",ADWIN
137,"[11732, 12123, 12262, 12751, 13325, 15018]","(9536, 9536)",ADWIN
138,[],"(13985, 13985)",ADWIN
139,[],"(10088, 10088)",ADWIN
140,[],"(9852, 9852)",ADWIN
