,preds,true,detector_name
0,"[12459, 13050]","(10210, 10210)",ABCD
1,[10947],"(9488, 9488)",ABCD
2,"[9298, 12772]","(8158, 8158)",ABCD
3,[],"(10705, 10705)",ABCD
4,[11175],"(8909, 8909)",ABCD
5,[12558],"(11113, 11113)",ABCD
6,[9405],"(8311, 8311)",ABCD
7,[12439],"(10843, 10843)",ABCD
8,[11343],"(9655, 9655)",ABCD
9,[11947],"(10371, 10371)",ABCD
10,[12376],"(10864, 10864)",ABCD
11,"[8842, 9737]","(7687, 7687)",ABCD
12,[12498],"(10787, 10787)",ABCD
13,"[8654, 9704]","(7591, 7591)",ABCD
14,[9494],"(8219, 8219)",ABCD
15,[12227],"(10411, 10411)",ABCD
16,"[8904, 9726]","(7812, 7812)",ABCD
17,[],"(8393, 8393)",ABCD
18,[12266],"(10920, 10920)",ABCD
19,[12213],"(10727, 10727)",ABCD
20,"[11211, 13247]","(9886, 9886)",ABCD
21,[12310],"(10449, 10449)",ABCD
22,[12891],"(10999, 10999)",ABCD
23,[9485],"(8549, 8549)",ABCD
24,[12103],"(10431, 10431)",ABCD
25,[10425],"(8791, 8791)",ABCD
26,[11153],"(9396, 9396)",ABCD
27,"[9114, 10169]","(8211, 8211)",ABCD
28,[9584],"(7493, 7493)",ABCD
29,"[8988, 9618]","(7696, 7696)",ABCD
30,[10287],"(7865, 7865)",ABCD
31,[11723],"(10200, 10200)",ABCD
32,[11327],"(9537, 9537)",ABCD
33,[13134],"(11116, 11116)",ABCD
34,[12170],"(10840, 10840)",ABCD
35,[11729],"(8907, 8907)",ABCD
36,[10934],"(8984, 8984)",ABCD
37,[11839],"(10387, 10387)",ABCD
38,"[8017, 9705]","(7025, 7025)",ABCD
39,"[8920, 9750]","(7899, 7899)",ABCD
40,[9369],"(8249, 8249)",ABCD
41,[10218],"(8832, 8832)",ABCD
42,[12156],"(10504, 10504)",ABCD
43,[11037],"(9435, 9435)",ABCD
44,[10763],"(9169, 9169)",ABCD
45,[11507],"(10101, 10101)",ABCD
46,[11192],"(9671, 9671)",ABCD
47,[12171],"(10696, 10696)",ABCD
48,[12123],"(10386, 10386)",ABCD
49,[9278],"(8047, 8047)",ABCD
50,[],"(10210, 10210)",ABCDx
51,[],"(9488, 9488)",ABCDx
52,[],"(8158, 8158)",ABCDx
53,[],"(10705, 10705)",ABCDx
54,[],"(8909, 8909)",ABCDx
55,[],"(11113, 11113)",ABCDx
56,[],"(8311, 8311)",ABCDx
57,[],"(10843, 10843)",ABCDx
58,[],"(9655, 9655)",ABCDx
59,[],"(10371, 10371)",ABCDx
60,[],"(10864, 10864)",ABCDx
61,[],"(7687, 7687)",ABCDx
62,[],"(10787, 10787)",ABCDx
63,[],"(7591, 7591)",ABCDx
64,[],"(8219, 8219)",ABCDx
65,[],"(10411, 10411)",ABCDx
66,[],"(7812, 7812)",ABCDx
