,preds,true,detector_name
0,"[27747, 55969]","(49794, 49794)",ABCD
1,"[39395, 52937, 78073]","(46574, 46574)",ABCD
2,"[34352, 53954, 56707, 71530]","(65070, 65070)",ABCD
3,"[26436, 33548, 53493, 66392]","(61219, 61219)",ABCD
4,"[35132, 60618, 67596]","(55564, 55564)",ABCD
5,"[40885, 53031, 71527]","(53638, 53638)",ABCD
6,"[38817, 51704, 78344]","(55926, 55926)",ABCD
7,"[35596, 53453, 78033]","(62800, 62800)",ABCD
8,"[49099, 55391, 67721]","(42250, 42250)",ABCD
9,"[34293, 60631]","(59194, 59194)",ABCD
10,"[50622, 54213, 63438]","(49568, 49568)",ABCD
11,"[44207, 50146, 60905]","(47211, 47211)",ABCD
12,"[24545, 38405, 44333, 57635, 72370]","(41405, 41405)",ABCD
13,"[26121, 35144, 48710, 59525, 78000]","(44803, 44803)",ABCD
14,"[38902, 53797, 56936, 67797]","(49531, 49531)",ABCD
15,"[27359, 31518, 35327, 55986, 71423]","(56541, 56541)",ABCD
16,"[45213, 62771, 78936]","(64618, 64618)",ABCD
17,"[36339, 54230]","(56315, 56315)",ABCD
18,"[50555, 58460]","(45294, 45294)",ABCD
19,"[32805, 54164, 68411]","(55343, 55343)",ABCD
20,"[35563, 54208, 67899]","(46192, 46192)",ABCD
21,"[34286, 53688, 63354, 67944]","(60886, 60886)",ABCD
22,"[33686, 48709, 52499, 70693]","(64752, 64752)",ABCD
23,"[45805, 53342]","(42341, 42341)",ABCD
24,"[42817, 55816, 68202, 75645]","(46860, 46860)",ABCD
25,[57981],"(42134, 42134)",ABCD
26,[53464],"(46307, 46307)",ABCD
27,"[35128, 58278, 74598]","(49422, 49422)",ABCD
28,"[34514, 55925, 64615]","(59096, 59096)",ABCD
29,"[34229, 61925, 75769]","(47767, 47767)",ABCD
30,[57799],"(45985, 45985)",ABCD
31,"[34158, 52311]","(42659, 42659)",ABCD
32,"[32232, 58261, 69494]","(54918, 54918)",ABCD
33,"[34617, 56005, 64215, 77047]","(50265, 50265)",ABCD
34,"[37740, 54168, 75178]","(62998, 62998)",ABCD
35,"[35585, 52625, 77364]","(46941, 46941)",ABCD
36,"[43723, 51724, 67211]","(56441, 56441)",ABCD
37,"[42189, 55141, 71837]","(55661, 55661)",ABCD
38,"[46806, 52919, 61491, 66109]","(59834, 59834)",ABCD
39,"[51027, 68662]","(63723, 63723)",ABCD
40,"[29999, 54545, 57766]","(53916, 53916)",ABCD
41,"[36916, 54846, 69605]","(64640, 64640)",ABCD
42,"[27507, 44253, 55594]","(53964, 53964)",ABCD
43,"[39456, 54547]","(48479, 48479)",ABCD
44,"[33866, 51370, 67503]","(47509, 47509)",ABCD
45,"[55778, 69729]","(44332, 44332)",ABCD
46,"[32494, 59342]","(49273, 49273)",ABCD
47,"[27605, 50757, 58390, 70279]","(64841, 64841)",ABCD
48,"[34714, 50209, 65268]","(49222, 49222)",ABCD
49,"[53592, 55365]","(49679, 49679)",ABCD
50,[],"(49794, 49794)",ABCDx
51,[],"(46574, 46574)",ABCDx
52,[],"(65070, 65070)",ABCDx
53,[],"(61219, 61219)",ABCDx
54,[],"(55564, 55564)",ABCDx
55,[],"(53638, 53638)",ABCDx
56,[],"(55926, 55926)",ABCDx
57,[],"(62800, 62800)",ABCDx
58,[],"(42250, 42250)",ABCDx
59,[],"(59194, 59194)",ABCDx
60,[],"(49568, 49568)",ABCDx
61,[],"(47211, 47211)",ABCDx
62,[],"(41405, 41405)",ABCDx
63,[],"(44803, 44803)",ABCDx
64,[],"(49531, 49531)",ABCDx
65,[],"(56541, 56541)",ABCDx
66,[],"(64618, 64618)",ABCDx
67,[],"(56315, 56315)",ABCDx
68,[],"(45294, 45294)",ABCDx
69,[],"(55343, 55343)",ABCDx
70,[],"(46192, 46192)",ABCDx
71,[],"(60886, 60886)",ABCDx
72,[],"(64752, 64752)",ABCDx
73,[],"(42341, 42341)",ABCDx
74,[],"(46860, 46860)",ABCDx
75,[],"(42134, 42134)",ABCDx
76,[],"(46307, 46307)",ABCDx
77,[],"(49422, 49422)",ABCDx
78,[],"(59096, 59096)",ABCDx
79,[],"(47767, 47767)",ABCDx
80,[],"(45985, 45985)",ABCDx
81,[],"(42659, 42659)",ABCDx
82,[],"(54918, 54918)",ABCDx
83,[],"(50265, 50265)",ABCDx
84,[],"(62998, 62998)",ABCDx
85,[],"(46941, 46941)",ABCDx
86,[],"(56441, 56441)",ABCDx
87,[],"(55661, 55661)",ABCDx
88,[],"(59834, 59834)",ABCDx
89,[],"(63723, 63723)",ABCDx
90,[],"(53916, 53916)",ABCDx
91,[],"(64640, 64640)",ABCDx
92,[],"(53964, 53964)",ABCDx
93,[],"(48479, 48479)",ABCDx
94,[],"(47509, 47509)",ABCDx
95,[],"(44332, 44332)",ABCDx
96,[],"(49273, 49273)",ABCDx
97,[],"(64841, 64841)",ABCDx
98,[],"(49222, 49222)",ABCDx
99,[],"(49679, 49679)",ABCDx
100,"[26354, 27954, 28146, 45362, 53938, 53970, 54066, 54322, 55986, 77138, 77522, 77554]","(49794, 49794)",ADWIN
101,"[33586, 33682, 50898, 51154, 51218, 51506, 52306, 53138, 53650, 54514, 56818, 63026, 76402, 76562, 76658, 76850, 76914, 76978, 77490]","(46574, 46574)",ADWIN
102,"[31090, 36178, 37714, 45842, 46002, 46034, 50194, 55954, 55986, 56018, 56050, 56146, 56370, 65618, 69842]","(65070, 65070)",ADWIN
103,"[26098, 26290, 26322, 36018, 51154, 51378, 51442, 56754, 62866, 64306, 64754, 66642, 69810]","(61219, 61219)",ADWIN
104,"[32626, 33330, 33874, 56210, 56274, 56306, 67026, 67090, 67122, 67154, 67186, 67218, 68082]","(55564, 55564)",ADWIN
105,"[36786, 41042, 51794, 51858, 51954, 52018, 52050, 52754, 61970, 62002, 62034, 75762]","(53638, 53638)",ADWIN
106,"[36018, 36114, 36466, 50546, 50610, 50642, 50674, 50994, 51378, 51474, 51698, 52562, 53938, 74994, 75058, 75890, 75986]","(55926, 55926)",ADWIN
107,"[34162, 34290, 34354, 34482, 51506, 51954, 52018, 53938, 56914, 72850, 73266, 74290]","(62800, 62800)",ADWIN
108,"[23090, 33074, 54738, 54898, 55122, 55218, 55250, 55378, 55442, 55506, 56562, 57650, 65074, 66226, 66418, 66482, 66706, 72338]","(42250, 42250)",ADWIN
109,"[32178, 32306, 36498, 38450, 39538, 57618, 59506, 59634, 59730, 59762, 60466, 60498, 60658, 60690, 62706, 67122]","(59194, 59194)",ADWIN
110,"[30834, 54098, 54258, 60306, 61042, 61586, 65618]","(49568, 49568)",ADWIN
111,"[41938, 42258, 49330, 49362, 49394, 49522, 49554, 49618, 49842, 51218, 53298, 58962, 60018, 60210]","(47211, 47211)",ADWIN
112,"[23954, 23986, 25650, 35570, 35602, 35762, 35922, 36210, 55314, 55410, 55474, 56018, 56498, 60850, 60882, 61362, 70578, 70642, 71474, 71602, 71698, 71986]","(41405, 41405)",ADWIN
113,"[25522, 25586, 32946, 33138, 34738, 34834, 35026, 35154, 36754, 51602, 51794, 51826, 51858, 62290, 69970, 76978, 77682, 77714, 77874, 77906, 77970, 78002, 78034]","(44803, 44803)",ADWIN
114,"[35314, 35570, 56178, 56690, 57074, 58610, 73682, 74514]","(49531, 49531)",ADWIN
115,"[26898, 27122, 28882, 34770, 35282, 51602, 51666, 52242, 52946, 62290, 62578, 62706, 69170, 69202, 71474, 72178, 72562, 74322, 80562]","(56541, 56541)",ADWIN
116,"[44114, 44210, 45042, 47922, 49170, 52658, 57266, 61842, 77330, 77362, 77394, 77554, 77586, 78258, 78546]","(64618, 64618)",ADWIN
117,"[35026, 35186, 36306, 37266, 55602, 55634, 78866, 78994, 79186]","(56315, 56315)",ADWIN
118,"[47538, 47890, 56946, 57682, 57714, 57906, 58930, 63090]","(45294, 45294)",ADWIN
119,"[31474, 32338, 32562, 33138, 51730, 52562, 52754, 53138, 53554, 55474, 64882, 66930, 66994, 67026, 67090]","(55343, 55343)",ADWIN
120,"[35026, 35058, 35090, 35538, 35570, 53266, 53298, 53522, 53682, 53714, 53810, 53874, 54834, 58738, 66418, 66514, 66610, 66642, 68882]","(46192, 46192)",ADWIN
121,"[33842, 35730, 42546, 51666, 51826, 51922, 51986, 52594, 55058, 67794, 67986, 71570]","(60886, 60886)",ADWIN
122,"[30962, 31250, 31538, 31794, 47314, 47602, 47922, 48146, 50514, 51538, 51570, 51666, 51698, 51826, 51858, 53266, 54162, 80402, 81682]","(64752, 64752)",ADWIN
123,"[47858, 47890, 52818, 53010, 53202, 53330]","(42341, 42341)",ADWIN
124,"[37842, 37938, 43986, 44210, 44530, 44690, 44882, 47506, 53138, 53298, 67154, 67186, 67218, 67538, 67570, 67602, 68274, 74322, 74834, 75186]","(46860, 46860)",ADWIN
125,"[38002, 38098, 38130, 54802, 61138, 61554, 65874, 70354]","(42134, 42134)",ADWIN
126,"[51506, 51538, 51634, 51794, 51890, 51954, 53362]","(46307, 46307)",ADWIN
127,"[32018, 32050, 32850, 56914, 57074, 57106, 57234, 57362, 57458, 57970, 58002, 58290, 70738, 71090, 71122]","(49422, 49422)",ADWIN
128,"[32146, 32178, 55282, 55346, 55378, 55410, 55506, 55762, 55794, 56786, 56850, 61938, 61970, 64562, 66482, 81106, 81170, 81202, 81234, 81266, 81426, 81490]","(59096, 59096)",ADWIN
129,"[33778, 34226, 34418, 34578, 56146, 56242, 56274, 56434, 56626, 69618, 71250, 71794, 72562, 75890, 76114, 77362]","(47767, 47767)",ADWIN
130,"[54066, 54994, 55026, 55058, 55090, 55538, 56978, 59570, 59826, 60914]","(45985, 45985)",ADWIN
131,"[27986, 31602, 31634, 51698, 52050, 52338, 52466, 52786, 53394, 53490, 54674, 57842, 59730]","(42659, 42659)",ADWIN
132,"[31090, 31314, 31378, 31570, 32242, 32306, 32658, 32786, 55794, 56690, 67154, 67250, 72274, 78226, 81298]","(54918, 54918)",ADWIN
133,"[32626, 32690, 34034, 34354, 43186, 49202, 55058, 55666, 55986, 56018, 56082, 56402, 57682, 70098, 70354, 70386, 70418, 77746, 80818]","(50265, 50265)",ADWIN
134,"[34834, 35026, 39154, 39282, 52370, 52402, 52466, 52530, 61842, 61906, 71250, 71538]","(62998, 62998)",ADWIN
135,"[34002, 34226, 34322, 34962, 51634, 51666, 51698, 51730, 51826, 52370, 75666, 77874]","(46941, 46941)",ADWIN
136,"[36818, 40338, 41522, 44466, 50386, 50418, 50834, 50898, 51634, 64850, 65170, 65746, 66706, 74450]","(56441, 56441)",ADWIN
137,"[36210, 36242, 36594, 36754, 52850, 53554, 54002, 54098, 54162, 54994, 70674, 70930, 71090, 71442, 71570, 71634, 71762, 71890]","(55661, 55661)",ADWIN
138,"[42162, 47218, 47410, 47890, 50642, 50866, 50994, 51058, 51762, 52818, 53010, 54386, 65490, 65618]","(59834, 59834)",ADWIN
139,"[50546, 50834, 50930, 51026, 51570, 51634, 51698, 51890, 56690, 57170, 57394, 69074, 70226, 72370, 74546]","(63723, 63723)",ADWIN
140,"[28018, 33394, 34738, 35762, 37362, 40978, 50482, 50706, 50866, 57138, 57234, 57266, 57394, 57810, 69746, 69778]","(53916, 53916)",ADWIN
141,"[33458, 39410, 40594, 44690, 49778, 51474, 53234, 54866, 68018, 68050, 68178, 68210, 68370, 68882]","(64640, 64640)",ADWIN
142,"[27122, 27282, 39090, 44434, 44498, 53074, 53298, 53970, 54258, 54322, 54706, 81842, 81906]","(53964, 53964)",ADWIN
143,"[38066, 52754, 52818, 53234, 54354, 54642, 58386]","(48479, 48479)",ADWIN
144,"[31634, 31794, 33874, 36402, 37234, 46802, 46834, 66162, 66418, 66482, 66514, 66578, 66610, 66642, 66706]","(47509, 47509)",ADWIN
145,"[50514, 50546, 50578, 50642, 56114, 56178, 56530, 60850, 66226, 66962, 66994, 69842, 71314]","(44332, 44332)",ADWIN
146,"[31506, 31538, 31570, 31986, 33554, 56242, 56370, 65938, 67826]","(49273, 49273)",ADWIN
147,"[26834, 26930, 27122, 36562, 47250, 53458, 53650, 53682, 55058, 55506, 56050, 56306, 56562, 57490, 60082]","(64841, 64841)",ADWIN
148,"[32914, 34258, 34674, 34738, 35026, 38866, 46610, 49202, 49554, 49714, 50034, 50898, 55890, 56402, 62962, 63314, 65298, 66066, 66642, 66802]","(49222, 49222)",ADWIN
149,"[25266, 32850, 52658, 52818, 52978, 53010, 53042, 53170, 53554, 61874, 62002]","(49679, 49679)",ADWIN
150,"[27197, 44426, 54329, 61170, 72951]","(49794, 49794)",CUSUM
151,"[33240, 50779, 56649, 74288, 78056]","(46574, 46574)",CUSUM
152,"[30593, 45638, 55980, 65736, 81247]","(65070, 65070)",CUSUM
153,"[26339, 40554, 52623, 62527]","(61219, 61219)",CUSUM
154,"[26409, 33850, 56171, 67098]","(55564, 55564)",CUSUM
155,"[33353, 51938, 65279, 72151]","(53638, 53638)",CUSUM
156,"[36097, 50755, 73380]","(55926, 55926)",CUSUM
157,"[34247, 52064, 57686, 72135]","(62800, 62800)",CUSUM
158,"[41107, 54886, 65068, 72425]","(42250, 42250)",CUSUM
159,"[32361, 38489, 57854, 67255]","(59194, 59194)",CUSUM
160,"[27916, 55632, 63211, 82249]","(49568, 49568)",CUSUM
161,"[40353, 49819, 57483]","(47211, 47211)",CUSUM
162,"[25407, 36223, 56248, 64208, 71614]","(41405, 41405)",CUSUM
163,"[25469, 34730, 56168, 66666, 75834]","(44803, 44803)",CUSUM
164,"[28874, 35155, 56877, 73146]","(49531, 49531)",CUSUM
165,"[26583, 36343, 44098, 52408, 62100, 70515]","(56541, 56541)",CUSUM
166,"[33830, 45225, 50413, 61895, 77933]","(64618, 64618)",CUSUM
167,"[33236, 56728, 78849]","(56315, 56315)",CUSUM
168,"[33543, 47797, 57518, 76995]","(45294, 45294)",CUSUM
169,"[31185, 52565, 63690, 70819]","(55343, 55343)",CUSUM
170,"[30046, 36989, 53175, 66009]","(46192, 46192)",CUSUM
171,"[31162, 42621, 50650, 55092, 68496, 78508]","(60886, 60886)",CUSUM
172,"[30596, 47149, 52764, 80015]","(64752, 64752)",CUSUM
173,"[50250, 53599, 77516]","(42341, 42341)",CUSUM
174,"[37492, 44683, 53985, 67070, 75168]","(46860, 46860)",CUSUM
175,"[37952, 56972, 65855]","(42134, 42134)",CUSUM
176,"[27444, 52141, 65102]","(46307, 46307)",CUSUM
177,"[33056, 46846, 56587, 71020]","(49422, 49422)",CUSUM
178,"[31880, 53956, 56568, 61929, 69274, 80980]","(59096, 59096)",CUSUM
179,"[29379, 34549, 55932, 69014, 77114]","(47767, 47767)",CUSUM
180,"[37910, 54965, 63264]","(45985, 45985)",CUSUM
181,"[27076, 33123, 49969, 56413, 80463]","(42659, 42659)",CUSUM
182,"[27691, 32509, 56616, 68196, 74594]","(54918, 54918)",CUSUM
183,"[27836, 33933, 45424, 55661, 70385, 77107]","(50265, 50265)",CUSUM
184,"[29273, 39151, 52697, 61955, 71538]","(62998, 62998)",CUSUM
185,"[33324, 51231, 69680]","(46941, 46941)",CUSUM
186,"[36795, 50901, 63544, 78987]","(56441, 56441)",CUSUM
187,"[30366, 36921, 44652, 54075, 69487]","(55661, 55661)",CUSUM
188,"[38492, 47826, 51673, 66783, 78774]","(59834, 59834)",CUSUM
189,"[41566, 51683, 59417, 66430]","(63723, 63723)",CUSUM
190,"[27836, 35759, 50703, 57779, 69292]","(53916, 53916)",CUSUM
191,"[31885, 42343, 53304, 68332]","(64640, 64640)",CUSUM
192,"[27172, 39079, 54297, 81623]","(53964, 53964)",CUSUM
193,"[34525, 53234, 58719]","(48479, 48479)",CUSUM
194,"[31551, 39410, 47149, 57113, 66237]","(47509, 47509)",CUSUM
195,"[40970, 51884, 56848, 65662, 74464]","(44332, 44332)",CUSUM
196,"[31330, 57269, 65289, 81527]","(49273, 49273)",CUSUM
197,"[27285, 35912, 52555, 58626]","(64841, 64841)",CUSUM
198,"[30139, 34319, 48243, 59253, 66332]","(49222, 49222)",CUSUM
199,"[25073, 52751, 62273]","(49679, 49679)",CUSUM
200,"[20710, 20986, 21113, 21589, 21794, 22245, 22441, 22613, 22768, 22894, 23007, 23221, 23402, 23662, 24190, 24324, 24478, 24662, 24906, 25045, 25165, 25318, 25446, 25637, 25903, 27877, 28088, 28239, 28367, 28534, 28850, 28980, 29279, 29395, 29573, 31179, 31489, 31771, 32676, 32836, 40619, 40842, 41243, 41439, 41612, 41733, 41987, 42423, 42749, 42863, 42975, 43188, 43380, 43509, 43677, 43927, 44044, 44160, 44337, 45198, 45730, 45896, 46041, 46195, 46473, 46597, 46910, 47032, 47166, 47513, 47781, 47918, 49255, 49427, 49679, 49945, 50058, 50196, 50360, 50564, 50672, 50803, 50955, 51117, 52763, 52999, 53137, 53256, 53583, 53928, 54048, 54161, 54328, 54460, 54592, 54794, 54985, 55150, 55359, 55541, 55959, 56092, 56283, 56488, 56919, 57118, 57800, 58857, 58963, 59156, 59388, 60922, 61581, 61694, 61836, 61943, 63103, 63269, 63542, 63953, 64094, 64393, 64744, 64860, 66173, 67502, 67611, 67838, 68023, 68152, 68425, 68599, 69183, 69816, 69940, 70054, 70193, 70308, 71404, 71521, 71863, 72013, 72122, 72872, 73141, 73294, 74301, 74473, 74579, 74708, 74933, 75067, 76225, 76761, 77095, 77395, 77510, 77628, 77769, 78145, 78442, 79484, 79792, 79982, 80096, 80242, 80378, 80952, 81235, 81475, 81829, 82025, 82133, 82245]","(49794, 49794)",DDM
201,"[20697, 21059, 21197, 21457, 21584, 21700, 21808, 22124, 22487, 23349, 23550, 23676, 23833, 24006, 24344, 24540, 24651, 24790, 24899, 25068, 25182, 25609, 25743, 25879, 31806, 32557, 32986, 33197, 33506, 33661, 33962, 34362, 34633, 34739, 34904, 35156, 35272, 36693, 36815, 36942, 37351, 37458, 37578, 37693, 37913, 38111, 38815, 38926, 39069, 39179, 39395, 39558, 39663, 39793, 39948, 40147, 40361, 40467, 40606, 40739, 40873, 53811, 54187, 54531, 54691, 54826, 54946, 55203, 55429, 55592, 56026, 56181, 56422, 57743, 57932, 58072, 58180, 58361, 58518, 58628, 59051, 59277, 59409, 59530, 59679, 59889, 60016, 60518, 60811, 60974, 61084, 61252, 61572, 61747, 61894, 62008, 62158, 62995, 63158, 63353, 63893, 65298, 65522, 65754, 66871, 67031, 67216, 67401, 67662, 68052, 68173, 68401, 68548, 69021, 69982, 70126, 70509, 70632, 70795, 70986, 71443, 71784, 71970, 72082, 72297, 72551, 73097, 73219, 73362, 74041, 74174, 74287, 75052, 75167, 75724, 75847, 75963, 76320, 76977, 77272, 78077, 78295, 78414, 78710, 79025, 79162, 79438, 79664, 80275, 80603, 81716, 81844, 82170]","(46574, 46574)",DDM
202,"[20887, 21031, 21482, 21635, 21935, 22376, 22534, 22846, 23571, 23778, 24014, 24159, 24280, 24393, 24811, 24930, 25051, 25238, 25741, 26279, 26399, 27078, 27259, 27452, 27606, 27817, 27953, 28069, 28250, 28441, 29445, 29558, 29701, 29812, 30118, 30234, 30462, 30578, 30934, 31073, 31394, 31577, 31746, 31871, 32127, 32255, 32543, 32822, 33083, 33259, 33682, 33890, 34018, 34291, 34506, 34691, 34902, 35121, 35879, 36031, 36185, 37070, 37237, 37349, 37471, 37601, 37724, 37845, 38021, 38328, 38567, 39053, 39171, 39286, 39426, 39588, 41792, 42350, 42541, 42728, 42891, 43024, 43207, 43452, 43739, 44673, 45410, 45533, 45837, 46029, 46556, 46683, 46889, 47009, 47178, 47292, 47439, 47627, 47789, 47910, 48060, 49549, 49717, 49942, 50110, 50637, 50761, 52644, 52825, 53073, 53254, 53403, 53555, 54197, 55385, 55518, 55841, 55980, 59193, 59315, 59548, 59667, 60144, 61629, 61805, 62020, 62305, 62424, 62535, 62686, 62807, 62937, 63060, 63351, 63560, 63736, 63912, 64044, 64222, 64405, 64602, 64746, 65412, 65603, 66293, 66556, 66693, 66909, 67433, 67609, 69198, 69436, 69603, 69816, 70185, 70293, 70513, 70665, 70807, 71662, 74687, 74805, 74953, 75085, 75220, 75332, 75748, 75996, 76129, 76267, 76531, 76794, 77350, 77772, 77894, 78680, 78814, 79183, 79364, 80597, 81079, 81258, 81558, 81994]","(65070, 65070)",DDM
203,"[20672, 21270, 21390, 21506, 21626, 22022, 22184, 22332, 22480, 22688, 22795, 22936, 23120, 23272, 23548, 23681, 24171, 24279, 24469, 24668, 24880, 25090, 25266, 25534, 26095, 26271, 26852, 26999, 27139, 27414, 27540, 27921, 35867, 35988, 36131, 36316, 36553, 36718, 36916, 37248, 37396, 37711, 37858, 37972, 38092, 38204, 39152, 39339, 39447, 39573, 40484, 40621, 40751, 40910, 41133, 41245, 41383, 41497, 43983, 44145, 44354, 44536, 44680, 44805, 45018, 50413, 50576, 50722, 51133, 51336, 51507, 52022, 52168, 52401, 52646, 52856, 52984, 53104, 53860, 54058, 54203, 54577, 54701, 54806, 55047, 55156, 55421, 55541, 56074, 56286, 56461, 59773, 59886, 60796, 60980, 61429, 61610, 61751, 61894, 62069, 62350, 66244, 66384, 66615, 66729, 66911, 67101, 67313, 67472, 67602, 68828, 69254, 69372, 69538, 69681, 69854, 70017, 70159, 70302, 70532, 71099, 71218, 71383, 71680, 71833, 71967, 72212, 72581, 72824, 73047, 74217, 74352, 74600, 74969, 75100, 75217, 75415, 75545, 75717, 75891, 76068, 76508, 77219, 77490, 77648, 77765, 78367, 78531, 79329, 80128, 80248, 80453]","(61219, 61219)",DDM
204,"[20793, 20911, 21886, 21994, 22130, 22476, 22656, 22876, 23019, 23179, 23345, 23556, 23745, 23856, 23984, 24444, 24607, 25257, 25473, 25599, 25790, 25907, 26080, 26228, 26382, 26524, 26668, 26807, 27227, 27352, 27484, 27602, 27893, 31454, 31601, 31843, 31992, 32430, 35539, 35693, 35980, 36221, 36343, 36950, 37668, 37802, 37986, 38107, 38395, 38531, 40846, 41151, 41274, 41402, 41614, 41904, 42029, 42173, 42324, 42828, 43259, 43999, 44287, 44509, 44642, 44783, 44963, 45077, 48607, 48991, 49203, 49398, 49508, 49806, 50002, 50350, 52683, 52815, 53725, 53837, 53981, 54105, 54276, 54738, 55023, 55133, 55287, 55525, 55705, 56066, 56205, 56480, 56774, 56900, 57050, 57182, 57462, 57856, 58343, 58711, 58926, 59089, 59214, 59633, 60332, 60493, 60738, 60963, 61716, 66391, 66524, 66680, 66820, 66945, 67135, 70315, 70481, 71016, 71489, 71800, 72434, 72711, 73176, 73284, 73415, 73530, 73696, 73817, 74044, 74151, 74474, 74653, 74762, 74884, 75310, 75518, 75806, 75920, 76068, 76197, 76316, 76713, 79091, 80779, 81031]","(55564, 55564)",DDM
205,"[20698, 20938, 21177, 21551, 21708, 21905, 22025, 22268, 22428, 22634, 22754, 22900, 23058, 23184, 23331, 23547, 23657, 23768, 24326, 24470, 24580, 24837, 24975, 25105, 25225, 25343, 25474, 25615, 25752, 25955, 26143, 26311, 26460, 26871, 27710, 28081, 28230, 28367, 28517, 28707, 28855, 28992, 30972, 32337, 33242, 33604, 34573, 34752, 36128, 36280, 36445, 36588, 36841, 37417, 37524, 37655, 37780, 37969, 38096, 38408, 38528, 38739, 38850, 39021, 39246, 39423, 39629, 39767, 39882, 40173, 40412, 40571, 40880, 41046, 41176, 41287, 41408, 41681, 41914, 42313, 42445, 42628, 42819, 42960, 43084, 43253, 43628, 43853, 43978, 44486, 44892, 45219, 45333, 46150, 46412, 46884, 46999, 47223, 47430, 47683, 47853, 48013, 48286, 48570, 48689, 48890, 51359, 51487, 51785, 51929, 52103, 52273, 52578, 52684, 53175, 56305, 56453, 56568, 57118, 57456, 57582, 58555, 58663, 58987, 59165, 59697, 59984, 60535, 61065, 61170, 61326, 61623, 61931, 62177, 62876, 65024, 65143, 65269, 67623, 67800, 67934, 68116, 68265, 68391, 68512, 68861, 68979, 69115, 72907, 73094, 73290, 73530, 73646, 73875, 74070, 74372, 74690, 74815, 74951, 75064, 75170, 75455, 75575]","(53638, 53638)",DDM
