,preds,true,detector_name
0,[],"(36692, 36692)",ABCD
1,[],"(29279, 29279)",ABCD
2,[],"(31373, 31373)",ABCD
3,[],"(40214, 40214)",ABCD
4,[],"(39907, 39907)",ABCD
5,[],"(39396, 39396)",ABCD
6,[],"(29825, 29825)",ABCD
7,[40540],"(30776, 30776)",ABCD
8,[],"(34512, 34512)",ABCD
9,[],"(29966, 29966)",ABCD
10,[],"(39661, 39661)",ABCD
11,[41799],"(32232, 32232)",ABCD
12,[],"(37063, 37063)",ABCD
13,[41606],"(31980, 31980)",ABCD
14,[],"(38686, 38686)",ABCD
15,[],"(34253, 34253)",ABCD
16,[],"(31201, 31201)",ABCD
17,[],"(35430, 35430)",ABCD
18,[],"(36376, 36376)",ABCD
19,[],"(32973, 32973)",ABCD
20,[],"(32236, 32236)",ABCD
21,[39997],"(31962, 31962)",ABCD
22,[],"(38604, 38604)",ABCD
23,[],"(33371, 33371)",ABCD
24,[42346],"(32085, 32085)",ABCD
25,[],"(33118, 33118)",ABCD
26,[],"(29696, 29696)",ABCD
27,[39843],"(33564, 33564)",ABCD
28,[],"(37127, 37127)",ABCD
29,[],"(33301, 33301)",ABCD
30,[],"(40607, 40607)",ABCD
31,[],"(27423, 27423)",ABCD
32,[],"(28629, 28629)",ABCD
33,[],"(30547, 30547)",ABCD
34,[],"(35666, 35666)",ABCD
35,[],"(32452, 32452)",ABCD
36,[],"(39091, 39091)",ABCD
37,[],"(28973, 28973)",ABCD
38,[],"(37523, 37523)",ABCD
39,[],"(36295, 36295)",ABCD
40,[],"(36921, 36921)",ABCD
41,[],"(27405, 27405)",ABCD
42,[],"(32360, 32360)",ABCD
43,[],"(37268, 37268)",ABCD
44,[43331],"(31979, 31979)",ABCD
45,[],"(39029, 39029)",ABCD
46,[],"(35187, 35187)",ABCD
47,[44000],"(33382, 33382)",ABCD
48,[],"(40712, 40712)",ABCD
49,[],"(33271, 33271)",ABCD
50,[44293],"(36692, 36692)",ABCDx
51,[35235],"(28962, 28962)",ABCDx
52,[],"(30892, 30892)",ABCDx
53,[42639],"(39865, 39865)",ABCDx
54,[],"(29473, 29473)",ABCDx
55,[],"(33091, 33091)",ABCDx
56,[],"(38406, 38406)",ABCDx
57,[],"(33462, 33462)",ABCDx
58,[36330],"(34059, 34059)",ABCDx
59,[],"(40588, 40588)",ABCDx
60,[34201],"(31482, 31482)",ABCDx
61,[],"(37142, 37142)",ABCDx
62,[],"(33981, 33981)",ABCDx
63,[],"(35985, 35985)",ABCDx
64,[44406],"(34122, 34122)",ABCDx
65,[43405],"(40311, 40311)",ABCDx
66,[34231],"(28831, 28831)",ABCDx
67,[],"(39742, 39742)",ABCDx
68,[34298],"(31348, 31348)",ABCDx
69,[40022],"(37393, 37393)",ABCDx
70,[32274],"(28734, 28734)",ABCDx
71,[],"(28209, 28209)",ABCDx
72,[],"(40226, 40226)",ABCDx
73,[34322],"(32261, 32261)",ABCDx
74,[],"(37960, 37960)",ABCDx
75,[],"(35284, 35284)",ABCDx
76,[],"(31847, 31847)",ABCDx
77,[],"(36172, 36172)",ABCDx
78,[],"(35158, 35158)",ABCDx
79,[],"(39278, 39278)",ABCDx
80,[43781],"(33247, 33247)",ABCDx
81,[38732],"(30808, 30808)",ABCDx
82,[],"(29324, 29324)",ABCDx
83,[],"(31408, 31408)",ABCDx
84,[],"(32638, 32638)",ABCDx
85,[42299],"(39350, 39350)",ABCDx
86,[],"(39324, 39324)",ABCDx
87,[],"(39782, 39782)",ABCDx
88,[38349],"(35972, 35972)",ABCDx
89,[31592],"(30147, 30147)",ABCDx
90,[],"(39137, 39137)",ABCDx
91,[],"(38601, 38601)",ABCDx
92,[],"(38637, 38637)",ABCDx
93,[36922],"(33439, 33439)",ABCDx
94,[40329],"(37393, 37393)",ABCDx
95,[],"(28832, 28832)",ABCDx
96,[],"(37465, 37465)",ABCDx
97,[],"(28603, 28603)",ABCDx
98,[30049],"(28147, 28147)",ABCDx
99,[],"(37682, 37682)",ABCDx
100,[],"(36692, 36692)",ADWIN
101,[],"(29279, 29279)",ADWIN
102,[],"(31373, 31373)",ADWIN
103,[],"(40214, 40214)",ADWIN
104,[],"(39907, 39907)",ADWIN
105,[],"(39396, 39396)",ADWIN
106,[],"(29825, 29825)",ADWIN
107,[],"(30776, 30776)",ADWIN
108,[],"(34512, 34512)",ADWIN
109,[],"(29966, 29966)",ADWIN
110,[],"(39661, 39661)",ADWIN
111,[],"(32232, 32232)",ADWIN
112,[],"(37063, 37063)",ADWIN
113,[],"(31980, 31980)",ADWIN
114,[],"(38686, 38686)",ADWIN
115,[39890],"(34253, 34253)",ADWIN
116,[],"(31201, 31201)",ADWIN
117,[45309],"(35430, 35430)",ADWIN
118,[],"(36376, 36376)",ADWIN
119,[],"(32973, 32973)",ADWIN
120,[],"(32236, 32236)",ADWIN
121,[],"(31962, 31962)",ADWIN
122,[],"(38604, 38604)",ADWIN
123,[],"(33371, 33371)",ADWIN
124,[],"(32085, 32085)",ADWIN
125,[],"(33118, 33118)",ADWIN
126,[],"(29696, 29696)",ADWIN
127,"[37769, 37968, 40062, 40238, 40281, 41372]","(33564, 33564)",ADWIN
128,[],"(37127, 37127)",ADWIN
129,[],"(33301, 33301)",ADWIN
130,"[44188, 44274, 44313, 45219]","(40607, 40607)",ADWIN
131,[],"(27423, 27423)",ADWIN
132,[],"(28629, 28629)",ADWIN
133,[],"(30547, 30547)",ADWIN
134,[],"(35666, 35666)",ADWIN
135,[38370],"(32452, 32452)",ADWIN
136,[44060],"(39091, 39091)",ADWIN
137,[],"(28973, 28973)",ADWIN
138,[],"(37523, 37523)",ADWIN
139,[],"(36295, 36295)",ADWIN
140,[],"(36921, 36921)",ADWIN
141,[],"(27405, 27405)",ADWIN
142,[],"(32360, 32360)",ADWIN
143,[],"(37268, 37268)",ADWIN
144,"[38854, 39808]","(31979, 31979)",ADWIN
145,[],"(39029, 39029)",ADWIN
146,[],"(35187, 35187)",ADWIN
147,[],"(33382, 33382)",ADWIN
148,"[44941, 44990]","(40712, 40712)",ADWIN
149,[],"(33271, 33271)",ADWIN
150,[34468],"(36692, 36692)",CUSUM
151,"[30309, 44319]","(29279, 29279)",CUSUM
152,[38049],"(31373, 31373)",CUSUM
153,"[26265, 36662]","(40214, 40214)",CUSUM
154,"[24396, 39657, 42882]","(39907, 39907)",CUSUM
155,"[26051, 32043, 43676]","(39396, 39396)",CUSUM
156,[34224],"(29825, 29825)",CUSUM
157,[32934],"(30776, 30776)",CUSUM
158,[33087],"(34512, 34512)",CUSUM
159,"[27743, 33584]","(29966, 29966)",CUSUM
160,[44480],"(39661, 39661)",CUSUM
161,[34130],"(32232, 32232)",CUSUM
162,"[36569, 42851]","(37063, 37063)",CUSUM
163,"[35311, 38598]","(31980, 31980)",CUSUM
164,"[25566, 31679, 40343]","(38686, 38686)",CUSUM
165,"[35779, 43012]","(34253, 34253)",CUSUM
166,[40327],"(31201, 31201)",CUSUM
167,"[28239, 31524, 37439]","(35430, 35430)",CUSUM
168,[38136],"(36376, 36376)",CUSUM
169,"[30933, 37157]","(32973, 32973)",CUSUM
170,[34146],"(32236, 32236)",CUSUM
171,"[30577, 38495]","(31962, 31962)",CUSUM
172,"[27258, 38489]","(38604, 38604)",CUSUM
173,"[30415, 32522, 37038]","(33371, 33371)",CUSUM
174,[36922],"(32085, 32085)",CUSUM
175,[37305],"(33118, 33118)",CUSUM
176,[42201],"(29696, 29696)",CUSUM
177,"[28179, 34589]","(33564, 33564)",CUSUM
178,"[27299, 38431]","(37127, 37127)",CUSUM
179,"[24258, 44309]","(33301, 33301)",CUSUM
180,"[31015, 36713, 43718]","(40607, 40607)",CUSUM
181,[43655],"(27423, 27423)",CUSUM
182,[30048],"(28629, 28629)",CUSUM
183,[33396],"(30547, 30547)",CUSUM
184,"[27333, 36947]","(35666, 35666)",CUSUM
