,fp,tp,fn,precision,recall,episode_recall,f1,mdt,far,ar,n_episodes,n_alarms
ABCD,98.0,14.0,37.0,0.125,0.27450980392156865,0.26,0.17177914110429449,1286.0,0.98,1.1199999999999999,50.0,112.0
ABCDx,0.0,0.0,50.0,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.0
ADWIN,461.0,37.0,38.0,0.07429718875502007,0.49333333333333335,0.24,0.12914485165794068,1168.6666666666667,4.61,4.98,50.0,498.0
CUSUM,278.0,11.0,40.0,0.03806228373702422,0.21568627450980393,0.2,0.06470588235294117,1514.1,2.78,2.89,50.0,289.0
DDM,66.0,2.0,48.0,0.029411764705882353,0.04,0.04,0.03389830508474576,773.0,0.66,0.68,50.0,68.0
EWMAChart,0.0,0.0,50.0,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.0
GeometricMovingAverage,0.0,0.0,50.0,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.0
HDDMAverage,158.0,12.0,39.0,0.07058823529411765,0.23529411764705882,0.22,0.1085972850678733,1336.0,1.58,1.7,50.0,170.0
HDDMWeighted,1243.0,48.0,19.0,0.037180480247869865,0.7164179104477612,0.62,0.07069219440353461,946.4193548387096,12.43,12.91,50.0,1291.0
PageHinkley,122.0,7.0,43.0,0.05426356589147287,0.14,0.14,0.0782122905027933,1414.2857142857142,1.22,1.2899999999999998,50.0,129.0
RDDM,370.0,14.0,39.0,0.036458333333333336,0.2641509433962264,0.22,0.06407322654462244,1286.6363636363637,3.7,3.8400000000000003,50.0,384.0
SEED,404.0,36.0,23.0,0.08181818181818182,0.6101694915254238,0.54,0.14428857715430862,627.1111111111111,4.04,4.4,50.0,440.0
STEPD,1137.0,66.0,13.0,0.05486284289276808,0.8354430379746836,0.74,0.10296411856474258,605.7567567567568,11.37,12.030000000000001,50.0,1203.0
STUDD,1982.0,62.0,29.0,0.030332681017612523,0.6813186813186813,0.42,0.05807962529274004,983.0,19.82,20.44,50.0,2044.0
