,fp,tp,fn,precision,recall,episode_recall,f1,mdt,far,ar,n_episodes,n_alarms
ABCD,16.0,1.0,49.0,0.058823529411764705,0.02,0.02,0.02985074626865672,1493.0,0.16,0.17,50.0,17.0
ABCDx,33.0,0.0,50.0,0.0,0.0,0.0,0.0,,0.33,0.33,50.0,33.0
ADWIN,33.0,2.0,48.0,0.05714285714285714,0.04,0.04,0.04705882352941177,1380.5,0.33,0.35,50.0,35.0
CUSUM,41.0,4.0,46.0,0.08888888888888889,0.08,0.08,0.08421052631578947,1510.0,0.41,0.45,50.0,45.0
DDM,11.0,0.0,50.0,0.0,0.0,0.0,0.0,,0.11,0.11,50.0,11.0
EWMAChart,0.0,0.0,50.0,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.0
GeometricMovingAverage,0.0,0.0,50.0,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.0
HDDMAverage,12.0,1.0,49.0,0.07692307692307693,0.02,0.02,0.03174603174603175,2451.0,0.12000000000000001,0.12999999999999998,50.0,13.0
HDDMWeighted,83.0,1.0,49.0,0.011904761904761904,0.02,0.02,0.014925373134328356,2472.0,0.83,0.8400000000000001,50.0,84.0
PageHinkley,19.0,0.0,50.0,0.0,0.0,0.0,0.0,,0.19,0.19,50.0,19.0
RDDM,96.0,3.0,47.0,0.030303030303030304,0.06,0.06,0.040268456375838924,1808.3333333333333,0.9600000000000001,0.99,50.0,99.0
SEED,45.0,9.0,43.0,0.16666666666666666,0.17307692307692307,0.14,0.16981132075471697,1341.2857142857142,0.45,0.54,50.0,54.0
STEPD,572.0,30.0,26.0,0.04983388704318937,0.5357142857142857,0.48,0.0911854103343465,1010.7916666666666,5.720000000000001,6.0200000000000005,50.0,602.0
STUDD,430.0,39.0,32.0,0.08315565031982942,0.5492957746478874,0.36,0.14444444444444446,991.8333333333334,4.3,4.6899999999999995,50.0,469.0
