,fp,tp,fn,precision,recall,episode_recall,f1,mdt,far,ar,n_episodes,n_alarms
ABCD,13.0,0.0,50.0,0.0,0.0,0.0,0.0,,1.5181595235314727,1.5181595235314727,50.0,13.0
ABCDx,4.0,0.0,50.0,0.0,0.0,0.0,0.0,,0.4671260072404531,0.4671260072404531,50.0,4.0
ADWIN,93.0,0.0,50.0,0.0,0.0,0.0,0.0,,10.860679668340536,10.860679668340536,50.0,93.0
CUSUM,29.0,4.0,46.0,0.12121212121212122,0.08,0.08,0.09638554216867469,86.25,3.386663552493285,3.8537895597337384,50.0,33.0
DDM,13.0,2.0,48.0,0.13333333333333333,0.04,0.04,0.061538461538461535,191.0,1.5181595235314727,1.7517225271516992,50.0,15.0
EWMAChart,0.0,0.0,50.0,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.0
GeometricMovingAverage,0.0,0.0,50.0,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.0
HDDMAverage,25.0,1.0,49.0,0.038461538461538464,0.02,0.02,0.026315789473684213,497.0,2.919537545252832,3.0363190470629453,50.0,26.0
HDDMWeighted,37.0,3.0,47.0,0.075,0.06,0.06,0.06666666666666665,420.0,4.320915566974191,4.6712600724045314,50.0,40.0
PageHinkley,26.0,0.0,50.0,0.0,0.0,0.0,0.0,,3.0363190470629453,3.0363190470629453,50.0,26.0
RDDM,58.0,4.0,46.0,0.06451612903225806,0.08,0.08,0.07142857142857142,336.5,6.77332710498657,7.240453112227023,50.0,62.0
SEED,29.0,0.0,50.0,0.0,0.0,0.0,0.0,,3.386663552493285,3.386663552493285,50.0,29.0
STEPD,59.0,3.0,47.0,0.04838709677419355,0.06,0.06,0.05357142857142857,231.66666666666666,6.890108606796683,7.240453112227023,50.0,62.0
STUDD,59.0,1.0,49.0,0.016666666666666666,0.02,0.02,0.01818181818181818,54.0,6.890108606796683,7.006890108606797,50.0,60.0
