,preds,true,detector_name
0,[],"(9998, 9998)",ABCD
1,"[9137, 11195]","(7285, 7285)",ABCD
2,[11495],"(9226, 9226)",ABCD
3,"[8841, 11572]","(7069, 7069)",ABCD
4,[],"(10925, 10925)",ABCD
5,[11805],"(7542, 7542)",ABCD
6,[12459],"(10619, 10619)",ABCD
7,[],"(7725, 7725)",ABCD
8,[13110],"(9043, 9043)",ABCD
9,"[9617, 12321]","(7396, 7396)",ABCD
10,[12241],"(8326, 8326)",ABCD
11,[],"(9744, 9744)",ABCD
12,[10468],"(8497, 8497)",ABCD
13,[12063],"(10537, 10537)",ABCD
14,[],"(9300, 9300)",ABCD
15,[],"(9626, 9626)",ABCD
16,[],"(7893, 7893)",ABCD
17,[],"(10772, 10772)",ABCD
18,[11137],"(9825, 9825)",ABCD
19,[10385],"(8258, 8258)",ABCD
20,[],"(6999, 6999)",ABCD
21,[],"(9779, 9779)",ABCD
22,[12053],"(10367, 10367)",ABCD
23,[],"(10069, 10069)",ABCD
24,"[9927, 10987]","(7633, 7633)",ABCD
25,[13084],"(9001, 9001)",ABCD
26,[12428],"(8345, 8345)",ABCD
27,[],"(9892, 9892)",ABCD
28,"[10013, 12878]","(7626, 7626)",ABCD
29,[],"(9551, 9551)",ABCD
30,[11895],"(8415, 8415)",ABCD
31,[10586],"(10998, 10998)",ABCD
32,[11816],"(10490, 10490)",ABCD
33,[11594],"(8073, 8073)",ABCD
34,[],"(8729, 8729)",ABCD
35,[],"(9250, 9250)",ABCD
36,[],"(10023, 10023)",ABCD
37,"[8837, 10915]","(7523, 7523)",ABCD
38,[12927],"(7268, 7268)",ABCD
39,[11521],"(9731, 9731)",ABCD
40,[12686],"(8035, 8035)",ABCD
41,[],"(10109, 10109)",ABCD
42,[11623],"(10275, 10275)",ABCD
43,[10727],"(8589, 8589)",ABCD
44,[11131],"(8811, 8811)",ABCD
45,[13340],"(8333, 8333)",ABCD
46,[],"(8962, 8962)",ABCD
47,[11319],"(10240, 10240)",ABCD
48,[12099],"(8560, 8560)",ABCD
49,[],"(9785, 9785)",ABCD
50,[],"(9998, 9998)",ABCDx
51,[12936],"(7285, 7285)",ABCDx
52,[],"(9226, 9226)",ABCDx
53,[],"(7069, 7069)",ABCDx
54,[],"(10925, 10925)",ABCDx
55,[],"(7542, 7542)",ABCDx
56,[],"(10619, 10619)",ABCDx
57,[],"(7725, 7725)",ABCDx
58,[],"(9043, 9043)",ABCDx
59,[],"(7396, 7396)",ABCDx
