,fp,tp,fn,precision,recall,episode_recall,f1,mdt,far,ar,n_episodes,n_alarms
ABCD,110.0,40.0,21.0,0.26666666666666666,0.6557377049180327,0.58,0.37914691943127954,869.2413793103449,1.1,1.5,50.0,150.0
ABCDx,0.0,50.0,0.0,1.0,1.0,1.0,1.0,235.88,0.0,0.5,50.0,50.0
ADWIN,519.0,60.0,27.0,0.10362694300518134,0.6896551724137931,0.46,0.18018018018018014,867.0,5.19,5.79,50.0,579.0
CUSUM,305.0,4.0,46.0,0.012944983818770227,0.08,0.08,0.022284122562674098,1716.25,3.0500000000000003,3.09,50.0,309.0
DDM,56.0,2.0,49.0,0.034482758620689655,0.0392156862745098,0.02,0.03669724770642202,529.0,0.5599999999999999,0.58,50.0,58.0
EWMAChart,0.0,0.0,50.0,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.0
GeometricMovingAverage,0.0,0.0,50.0,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.0
HDDMAverage,184.0,41.0,16.0,0.18222222222222223,0.7192982456140351,0.68,0.2907801418439716,752.8529411764706,1.84,2.25,50.0,225.0
HDDMWeighted,1463.0,95.0,4.0,0.06097560975609756,0.9595959595959596,0.92,0.11466505733252866,554.2173913043479,14.63,15.58,50.0,1558.0
PageHinkley,119.0,0.0,50.0,0.0,0.0,0.0,0.0,,1.1900000000000002,1.1900000000000002,50.0,119.0
RDDM,370.0,7.0,46.0,0.01856763925729443,0.1320754716981132,0.08,0.03255813953488372,1070.25,3.7,3.77,50.0,377.0
SEED,462.0,94.0,2.0,0.16906474820143885,0.9791666666666666,0.96,0.2883435582822086,109.08333333333333,4.62,5.56,50.0,556.0
STEPD,1158.0,121.0,2.0,0.0946051602814699,0.983739837398374,0.96,0.17261055634807418,35.208333333333336,11.58,12.79,50.0,1279.0
STUDD,2333.0,208.0,6.0,0.08185753640299095,0.9719626168224299,0.88,0.15099818511796734,827.7727272727273,23.33,25.41,50.0,2541.0
