,fp,tp,fn,precision,recall,episode_recall,f1,mdt,far,ar,n_episodes,n_alarms
ABCD,77.0,2.0,48.0,0.02531645569620253,0.04,0.04,0.031007751937984496,2090.0,0.7699999999999999,0.79,50.0,79.0
ABCDx,5.0,0.0,50.0,0.0,0.0,0.0,0.0,,0.05,0.05,50.0,5.0
ADWIN,186.0,25.0,42.0,0.11848341232227488,0.373134328358209,0.16,0.1798561151079137,1257.75,1.86,2.11,50.0,211.0
CUSUM,220.0,12.0,38.0,0.05172413793103448,0.24,0.24,0.0851063829787234,1400.5,2.2,2.32,50.0,232.0
DDM,1092.0,50.0,19.0,0.043782837127845885,0.7246376811594203,0.62,0.08257638315441784,965.6451612903226,10.92,11.42,50.0,1142.0
EWMAChart,1.0,0.0,50.0,0.0,0.0,0.0,0.0,,0.01,0.01,50.0,1.0
GeometricMovingAverage,22022.0,1139.0,0.0,0.04917749665385778,1.0,1.0,0.09374485596707818,52.94,220.22,231.61,50.0,23161.0
HDDMAverage,70.0,6.0,44.0,0.07894736842105263,0.12,0.12,0.09523809523809523,1159.8333333333333,0.7,0.76,50.0,76.0
HDDMWeighted,4132.0,207.0,0.0,0.04770684489513713,1.0,1.0,0.09106907171139463,360.56,41.32,43.39,50.0,4339.0
PageHinkley,34.0,4.0,46.0,0.10526315789473684,0.08,0.08,0.0909090909090909,2120.75,0.34,0.38,50.0,38.0
RDDM,31224.0,1623.0,0.0,0.04941090510548909,1.0,1.0,0.09416884247171453,43.42,312.24,328.46999999999997,50.0,32847.0
SEED,230.0,18.0,34.0,0.07258064516129033,0.34615384615384615,0.32,0.12000000000000001,1274.5,2.3,2.48,50.0,248.0
STEPD,241.0,15.0,36.0,0.05859375,0.29411764705882354,0.28,0.09771986970684039,1881.7857142857142,2.4099999999999997,2.56,50.0,256.0
STUDD,879.0,62.0,27.0,0.06588735387885228,0.6966292134831461,0.46,0.1203883495145631,758.2173913043479,8.79,9.41,50.0,941.0
