,preds,true,detector_name
0,"[27747, 56499]","(49794, 49794)",ABCD
1,"[39395, 60773, 69122]","(46574, 46574)",ABCD
2,"[34352, 53954, 56707, 66782, 68381, 74732, 79491]","(65070, 65070)",ABCD
3,"[26436, 33548, 53493, 64221, 69382]","(61219, 61219)",ABCD
4,"[35132, 67826]","(55564, 55564)",ABCD
5,"[40885, 53031, 55176, 72589]","(53638, 53638)",ABCD
6,"[38817, 51704, 57188, 74787]","(55926, 55926)",ABCD
7,"[35596, 53453, 64694, 70072, 77003]","(62800, 62800)",ABCD
8,"[55392, 70535]","(42250, 42250)",ABCD
9,"[34293, 62799, 75919]","(59194, 59194)",ABCD
10,"[50296, 51603, 72736]","(49568, 49568)",ABCD
11,"[44207, 51310, 60336]","(47211, 47211)",ABCD
12,"[24545, 38405, 43964, 45191]","(41405, 41405)",ABCD
13,"[26121, 35144, 47067]","(44803, 44803)",ABCD
14,"[38902, 54401, 62630, 80259]","(49531, 49531)",ABCD
15,"[27359, 31518, 35327, 55986]","(56541, 56541)",ABCD
16,"[45213, 62771, 66359]","(64618, 64618)",ABCD
17,"[36339, 54230, 58337, 61846]","(56315, 56315)",ABCD
18,"[54259, 65887]","(45294, 45294)",ABCD
19,"[32805, 54164, 57484, 67750]","(55343, 55343)",ABCD
20,"[35563, 58083, 71338]","(46192, 46192)",ABCD
21,"[34286, 53688, 62902, 69573]","(60886, 60886)",ABCD
22,"[33686, 48709, 52499, 66439, 67559, 75070]","(64752, 64752)",ABCD
23,[67595],"(42341, 42341)",ABCD
24,"[42817, 49008, 59854, 78633]","(46860, 46860)",ABCD
25,"[46651, 76753]","(42134, 42134)",ABCD
26,[64656],"(46307, 46307)",ABCD
27,"[35128, 52823, 64455]","(49422, 49422)",ABCD
28,"[34514, 55925, 62346, 64024, 70892]","(59096, 59096)",ABCD
29,"[34229, 50072, 71907]","(47767, 47767)",ABCD
30,"[64160, 73219, 81938]","(45985, 45985)",ABCD
31,"[34158, 66910]","(42659, 42659)",ABCD
32,"[32232, 59038, 78774]","(54918, 54918)",ABCD
33,"[34617, 54342, 71519]","(50265, 50265)",ABCD
34,"[37740, 54168, 66281]","(62998, 62998)",ABCD
35,"[35585, 55625, 60096, 82140]","(46941, 46941)",ABCD
36,"[43723, 51724, 58136, 68419, 81139]","(56441, 56441)",ABCD
37,"[42189, 55141, 57615, 80110]","(55661, 55661)",ABCD
38,"[46806, 52919, 61456, 66321, 79652]","(59834, 59834)",ABCD
39,"[51027, 66566]","(63723, 63723)",ABCD
40,"[29999, 54534, 61835]","(53916, 53916)",ABCD
41,"[36916, 54846, 66793, 72725]","(64640, 64640)",ABCD
42,"[27507, 44253, 57166, 74858]","(53964, 53964)",ABCD
43,"[39456, 65186]","(48479, 48479)",ABCD
44,"[33866, 51981, 66724]","(47509, 47509)",ABCD
45,[],"(44332, 44332)",ABCD
46,"[32494, 53459, 75403]","(49273, 49273)",ABCD
47,"[27605, 50757, 58390, 66306, 73898]","(64841, 64841)",ABCD
48,"[34714, 62063]","(49222, 49222)",ABCD
49,"[59908, 73840]","(49679, 49679)",ABCD
50,[51305],"(49794, 49794)",ABCDx
51,[55298],"(53835, 53835)",ABCDx
52,[65748],"(64285, 64285)",ABCDx
53,[60460],"(59008, 59008)",ABCDx
54,[46088],"(44640, 44640)",ABCDx
55,[62837],"(61350, 61350)",ABCDx
56,[55100],"(53610, 53610)",ABCDx
57,[57272],"(55838, 55838)",ABCDx
58,[53063],"(51607, 51607)",ABCDx
59,[60783],"(59154, 59154)",ABCDx
60,[49720],"(47970, 47970)",ABCDx
61,[66597],"(65065, 65065)",ABCDx
62,[62413],"(57999, 57999)",ABCDx
63,[67186],"(65411, 65411)",ABCDx
64,[62240],"(60657, 60657)",ABCDx
65,[51332],"(49808, 49808)",ABCDx
66,[64291],"(62801, 62801)",ABCDx
67,[58926],"(57369, 57369)",ABCDx
68,[53490],"(52040, 52040)",ABCDx
69,[49858],"(48374, 48374)",ABCDx
70,[67298],"(62680, 62680)",ABCDx
71,[65233],"(63790, 63790)",ABCDx
72,[61041],"(59546, 59546)",ABCDx
73,[66033],"(64317, 64317)",ABCDx
74,[66979],"(65432, 65432)",ABCDx
75,[47764],"(46242, 46242)",ABCDx
76,[59073],"(54541, 54541)",ABCDx
77,[63674],"(62090, 62090)",ABCDx
78,[43453],"(42031, 42031)",ABCDx
79,[56005],"(54486, 54486)",ABCDx
80,[67375],"(65397, 65397)",ABCDx
81,[53125],"(51625, 51625)",ABCDx
82,[63512],"(61975, 61975)",ABCDx
83,[59083],"(57569, 57569)",ABCDx
84,[59466],"(57769, 57769)",ABCDx
85,[66014],"(64442, 64442)",ABCDx
86,[59601],"(58176, 58176)",ABCDx
87,[63547],"(62058, 62058)",ABCDx
88,[58130],"(56597, 56597)",ABCDx
89,[54611],"(53093, 53093)",ABCDx
90,[66585],"(65106, 65106)",ABCDx
91,[46819],"(45202, 45202)",ABCDx
92,[61717],"(60172, 60172)",ABCDx
93,[61511],"(60048, 60048)",ABCDx
94,[50647],"(49057, 49057)",ABCDx
95,[66635],"(65139, 65139)",ABCDx
96,[55006],"(53472, 53472)",ABCDx
97,[51048],"(49608, 49608)",ABCDx
98,[59813],"(58269, 58269)",ABCDx
99,[64796],"(63202, 63202)",ABCDx
100,"[26354, 27954, 28146, 45362]","(49794, 49794)",ADWIN
101,"[33586, 33682, 56018, 56146, 56178]","(46574, 46574)",ADWIN
102,"[31090, 36178, 37714, 45842, 46002, 46034, 50194, 55954, 55986, 56018, 56050, 56146, 56370, 74098, 74130, 78866, 78962, 78994, 79058, 79154, 79698]","(65070, 65070)",ADWIN
103,"[26098, 26290, 26322, 36018, 51154, 51378, 51442, 56754, 69266]","(61219, 61219)",ADWIN
104,"[32626, 33330, 33874, 56594]","(55564, 55564)",ADWIN
105,"[36786, 41042, 51794, 51858, 51954, 52018, 52050, 52754, 70610, 71826]","(53638, 53638)",ADWIN
106,"[36018, 36114, 36466, 50546, 50610, 50642, 50674, 50994, 51378, 51474, 51698, 52562, 53938, 70994, 71218, 71602]","(55926, 55926)",ADWIN
107,"[34162, 34290, 34354, 34482, 51506, 51954, 52018, 53938, 56914, 69586, 69778]","(62800, 62800)",ADWIN
108,"[23090, 33074, 54258, 54290, 54322, 54610, 54642, 55314, 55442, 65042]","(42250, 42250)",ADWIN
109,"[32178, 32306, 36498, 38450, 39538, 57618, 64338, 64434, 78770]","(59194, 59194)",ADWIN
110,"[30834, 71474, 71506, 71570, 71634, 71730, 71762, 72530]","(49568, 49568)",ADWIN
111,"[41938, 42258, 60594, 60786, 62034, 62258, 62770, 62802, 77682, 77810, 77842]","(47211, 47211)",ADWIN
112,"[23954, 23986, 25650, 35570, 35602, 35762, 35922, 36210, 45170, 45202, 46610, 78482]","(41405, 41405)",ADWIN
113,"[25522, 25586, 32946, 33138, 34738, 34834, 35026, 35154, 36754, 53778, 53906]","(44803, 44803)",ADWIN
114,"[35314, 35570, 61522, 61970, 62066, 62130, 62578, 62610]","(49531, 49531)",ADWIN
115,"[26898, 27122, 28882, 34770, 35282, 51602, 51666, 52242, 52946, 74322, 74354]","(56541, 56541)",ADWIN
116,"[44114, 44210, 45042, 47922, 49170, 52658, 57266, 61842, 80402, 80530, 80850, 81010, 81042]","(64618, 64618)",ADWIN
117,"[35026, 35186, 36306, 37266, 55602, 55634, 61522, 61586, 62034, 68242, 73074]","(56315, 56315)",ADWIN
118,"[63538, 63570, 73330, 73394, 73490]","(45294, 45294)",ADWIN
119,"[31474, 32338, 32562, 33138, 51730, 52562, 52754, 53138, 53554, 67154, 67282]","(55343, 55343)",ADWIN
120,"[35026, 35058, 35090, 35538, 35570, 53138, 54194, 69298, 71122, 71154, 77298, 77330, 77618]","(46192, 46192)",ADWIN
121,"[33842, 35730, 42546, 51666, 51826, 51922, 51986, 52594, 55058]","(60886, 60886)",ADWIN
122,"[30962, 31250, 31538, 31794, 47314, 47602, 47922, 48146, 50514, 51538, 51570, 51666, 51698, 51826, 51858, 53266, 54162, 74578, 74610, 74642, 75154, 79186, 81874]","(64752, 64752)",ADWIN
123,"[52786, 53458]","(42341, 42341)",ADWIN
124,"[37842, 37938, 43986, 44210, 44530, 44690, 44882, 75186, 75538, 80018, 80114]","(46860, 46860)",ADWIN
125,"[38002, 38098, 38130, 74258, 74418, 74514, 74994, 75026, 75186, 75378, 77490]","(42134, 42134)",ADWIN
126,"[49554, 49586, 49682, 70866, 70898, 71634, 77970, 78130, 78706, 78770, 79762]","(46307, 46307)",ADWIN
127,"[32018, 32050, 32850, 63346, 63378, 64178, 68114, 70546]","(49422, 49422)",ADWIN
128,"[32146, 32178, 55282, 55346, 55378, 55410, 55506, 55762, 55794, 56786, 56850, 70258, 70290, 70418, 70834]","(59096, 59096)",ADWIN
129,"[33778, 34226, 34418, 34578, 50642, 69938, 70194, 70258, 70514, 70802, 71026]","(47767, 47767)",ADWIN
130,"[49106, 49810, 49842, 60370, 62290, 62546, 81106]","(45985, 45985)",ADWIN
131,"[27986, 31602, 31634, 60562, 67666, 68242, 68402, 68434, 68946, 69266, 69554]","(42659, 42659)",ADWIN
132,"[31090, 31314, 31378, 31570, 32242, 32306, 32658, 32786, 77458, 77490, 78290, 78354, 78642, 78898, 80050, 80914]","(54918, 54918)",ADWIN
133,"[32626, 32690, 34034, 34354, 43186, 49202, 69010, 69042, 69074, 69138, 69202, 69298]","(50265, 50265)",ADWIN
134,"[34834, 35026, 39154, 39282, 52370, 52402, 52466, 52530, 61842, 61906, 82194]","(62998, 62998)",ADWIN
135,"[34002, 34226, 34322, 34962, 51410, 51442, 80370, 80498, 82162]","(46941, 46941)",ADWIN
136,"[36818, 40338, 41522, 44466, 50386, 50418, 50834, 50898, 51634, 67218, 67314, 68370, 70546, 72434]","(56441, 56441)",ADWIN
137,"[36210, 36242, 36594, 36754, 52850, 53554, 54002, 54098, 54162, 54994, 79378]","(55661, 55661)",ADWIN
138,"[42162, 47218, 47410, 47890, 50642, 50866, 50994, 51058, 51762, 52818, 53010, 54386, 65874, 65906, 66194, 74802, 79474]","(59834, 59834)",ADWIN
139,"[50546, 50834, 50930, 51026, 51570, 51634, 51698, 51890, 56690, 57170, 57394]","(63723, 63723)",ADWIN
140,"[28018, 33394, 34738, 35762, 37362, 40978, 50482, 50706, 50866, 61234, 61330, 61426, 61458, 61490, 61714, 62130, 69042, 74098]","(53916, 53916)",ADWIN
141,"[33458, 39410, 40594, 44690, 49778, 51474, 53234, 54866]","(64640, 64640)",ADWIN
142,"[27122, 27282, 39090, 44434, 44498, 53074, 53298, 53970, 73778, 74034, 74290, 74706, 74738, 74770, 74834, 75090, 75218, 77586, 79026, 80434, 81010]","(53964, 53964)",ADWIN
143,"[38066, 62514, 64978, 65842, 65970, 66834, 67378, 67538]","(48479, 48479)",ADWIN
144,"[31634, 31794, 33874, 36402, 37234, 46802, 46834, 66418]","(47509, 47509)",ADWIN
145,"[51026, 51826, 78642, 78738, 79122, 79314, 79954, 80082, 81394]","(44332, 44332)",ADWIN
146,"[31506, 31538, 31570, 31986, 33554, 74194, 74386, 74450, 74482, 74514, 74706, 74994]","(49273, 49273)",ADWIN
147,"[26834, 26930, 27122, 36562, 47250, 53458, 53650, 53682, 55058, 55506, 56050, 56306, 56562, 57490, 60082, 72370, 72434, 74162]","(64841, 64841)",ADWIN
148,"[32914, 34258, 34674, 34738, 35026, 38866, 46610, 49202]","(49222, 49222)",ADWIN
149,"[25266, 32850, 73106, 73202, 73362, 73426, 73842, 73874, 73970]","(49679, 49679)",ADWIN
150,"[27197, 44426]","(49794, 49794)",CUSUM
151,"[33240, 55052]","(46574, 46574)",CUSUM
152,"[30593, 45638, 55980]","(65070, 65070)",CUSUM
153,"[26339, 40554, 52623]","(61219, 61219)",CUSUM
154,"[26409, 33850, 56319]","(55564, 55564)",CUSUM
155,"[33353, 51938, 73479]","(53638, 53638)",CUSUM
156,"[36097, 50755]","(55926, 55926)",CUSUM
157,"[34247, 52064, 57686]","(62800, 62800)",CUSUM
