,fp,tp,fn,precision,recall,episode_recall,f1,mdt,far,ar,n_episodes,n_alarms
ABCD,11.0,24.0,29.0,0.6857142857142857,0.4528301886792453,0.42,0.5454545454545454,1191.5714285714287,0.24276129943502825,0.7724223163841808,50.0,35.0
ABCDx,20.0,2.0,48.0,0.09090909090909091,0.04,0.04,0.05555555555555555,1724.5,0.4413841807909604,0.4855225988700565,50.0,22.0
ADWIN,45.0,93.0,12.0,0.6739130434782609,0.8857142857142857,0.76,0.7654320987654321,1297.2368421052631,0.993114406779661,3.045550847457627,50.0,138.0
CUSUM,81.0,9.0,41.0,0.1,0.18,0.18,0.12857142857142856,1461.888888888889,1.78760593220339,1.986228813559322,50.0,90.0
DDM,12.0,0.0,50.0,0.0,0.0,0.0,0.0,,0.2648305084745763,0.2648305084745763,50.0,12.0
EWMAChart,0.0,0.0,50.0,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.0
GeometricMovingAverage,0.0,0.0,50.0,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.0
HDDMAverage,15.0,43.0,9.0,0.7413793103448276,0.8269230769230769,0.82,0.7818181818181817,858.4634146341464,0.3310381355932203,1.2800141242937852,50.0,58.0
HDDMWeighted,149.0,78.0,3.0,0.3436123348017621,0.9629629629629629,0.94,0.5064935064935066,632.7446808510638,3.2883121468926553,5.009710451977401,50.0,227.0
PageHinkley,15.0,0.0,50.0,0.0,0.0,0.0,0.0,,0.3310381355932203,0.3310381355932203,50.0,15.0
RDDM,118.0,19.0,36.0,0.1386861313868613,0.34545454545454546,0.28,0.19791666666666666,1475.857142857143,2.6041666666666665,3.023481638418079,50.0,137.0
SEED,59.0,106.0,2.0,0.6424242424242425,0.9814814814814815,0.96,0.7765567765567766,86.16666666666667,1.3020833333333333,3.6414194915254234,50.0,165.0
STEPD,456.0,123.0,0.0,0.21243523316062177,1.0,1.0,0.3504273504273504,89.18,10.063559322033898,12.778072033898306,50.0,579.0
STUDD,396.0,165.0,5.0,0.29411764705882354,0.9705882352941176,0.9,0.45143638850889195,1119.888888888889,8.739406779661016,12.380826271186441,50.0,561.0
