,preds,true,detector_name
0,[68147],"(65547, 65547)",ABCD
1,"[75428, 86496]","(73322, 73322)",ABCD
2,[],"(58988, 58988)",ABCD
3,"[64649, 72978]","(63351, 63351)",ABCD
4,"[54050, 64556]","(52312, 52312)",ABCD
5,"[58034, 64075]","(56719, 56719)",ABCD
6,"[81337, 84851]","(79356, 79356)",ABCD
7,"[62045, 68648, 86308]","(67248, 67248)",ABCD
8,"[58767, 65417, 99547]","(57319, 57319)",ABCD
9,"[75023, 81360, 91695]","(72510, 72510)",ABCD
10,"[73927, 80113, 98210]","(71495, 71495)",ABCD
11,[82339],"(71625, 71625)",ABCD
12,[75959],"(68508, 68508)",ABCD
13,"[57365, 96600]","(54507, 54507)",ABCD
14,"[63869, 67102]","(62245, 62245)",ABCD
15,"[73964, 78415, 97032]","(77628, 77628)",ABCD
16,"[58938, 62387, 85540]","(57915, 57915)",ABCD
17,"[69886, 87379]","(67010, 67010)",ABCD
18,[64315],"(59174, 59174)",ABCD
19,[],"(51770, 51770)",ABCD
20,"[54826, 81264]","(78908, 78908)",ABCD
21,[77758],"(75938, 75938)",ABCD
22,"[71653, 89280]","(68164, 68164)",ABCD
23,"[68488, 70224, 78840]","(69810, 69810)",ABCD
24,"[58495, 67537]","(57244, 57244)",ABCD
25,"[74207, 80359]","(72495, 72495)",ABCD
26,"[70180, 79052]","(64541, 64541)",ABCD
27,[61614],"(58565, 58565)",ABCD
28,"[53864, 60784]","(52622, 52622)",ABCD
29,"[70740, 87705]","(67638, 67638)",ABCD
30,"[63425, 73681, 82700]","(61701, 61701)",ABCD
31,"[72350, 79105, 88475]","(70018, 70018)",ABCD
32,"[54963, 60143, 64646]","(53905, 53905)",ABCD
33,"[76305, 82335]","(74153, 74153)",ABCD
34,[],"(78467, 78467)",ABCD
35,"[77928, 80286, 91300]","(79818, 79818)",ABCD
36,"[63292, 73328]","(61432, 61432)",ABCD
37,"[55836, 58343]","(54461, 54461)",ABCD
38,"[62050, 63340, 71012]","(61070, 61070)",ABCD
39,[80623],"(75974, 75974)",ABCD
40,[75496],"(71726, 71726)",ABCD
41,[77438],"(73757, 73757)",ABCD
42,[92231],"(76105, 76105)",ABCD
43,[77187],"(72119, 72119)",ABCD
44,"[55382, 64086, 71190]","(53408, 53408)",ABCD
45,"[57956, 63501, 67019]","(56896, 56896)",ABCD
46,[83026],"(75543, 75543)",ABCD
47,"[81760, 98444]","(78433, 78433)",ABCD
48,[83217],"(78536, 78536)",ABCD
49,[64149],"(62179, 62179)",ABCD
50,[82175],"(65547, 65547)",ABCDx
51,[75263],"(73322, 73322)",ABCDx
52,[],"(58988, 58988)",ABCDx
53,[71674],"(63351, 63351)",ABCDx
54,[59117],"(52312, 52312)",ABCDx
55,[59154],"(56719, 56719)",ABCDx
56,[83395],"(79356, 79356)",ABCDx
57,[],"(67248, 67248)",ABCDx
58,[67029],"(57319, 57319)",ABCDx
59,[79700],"(72510, 72510)",ABCDx
60,[74323],"(71495, 71495)",ABCDx
61,[77245],"(71625, 71625)",ABCDx
62,[72273],"(68508, 68508)",ABCDx
63,[57511],"(54507, 54507)",ABCDx
64,[],"(62245, 62245)",ABCDx
65,[78504],"(77628, 77628)",ABCDx
66,[60049],"(57915, 57915)",ABCDx
67,[80613],"(67010, 67010)",ABCDx
68,[62703],"(59174, 59174)",ABCDx
69,[],"(51770, 51770)",ABCDx
70,[],"(78908, 78908)",ABCDx
71,[88592],"(75938, 75938)",ABCDx
72,[74535],"(68164, 68164)",ABCDx
73,[73982],"(69810, 69810)",ABCDx
74,[61093],"(57244, 57244)",ABCDx
75,[76205],"(72495, 72495)",ABCDx
76,[70060],"(64541, 64541)",ABCDx
77,[86617],"(58565, 58565)",ABCDx
78,[57831],"(52622, 52622)",ABCDx
79,[90058],"(67638, 67638)",ABCDx
80,[],"(61701, 61701)",ABCDx
81,[72482],"(70018, 70018)",ABCDx
82,[76741],"(53905, 53905)",ABCDx
83,[77216],"(74153, 74153)",ABCDx
84,[83479],"(78467, 78467)",ABCDx
85,[84689],"(79818, 79818)",ABCDx
86,[64461],"(61432, 61432)",ABCDx
87,[68333],"(54461, 54461)",ABCDx
88,[71096],"(61070, 61070)",ABCDx
89,[],"(75974, 75974)",ABCDx
90,[93969],"(71726, 71726)",ABCDx
91,[84044],"(73757, 73757)",ABCDx
92,[],"(76105, 76105)",ABCDx
93,[76511],"(72119, 72119)",ABCDx
94,[57180],"(53408, 53408)",ABCDx
95,[57925],"(56896, 56896)",ABCDx
96,[83183],"(75543, 75543)",ABCDx
97,[],"(78433, 78433)",ABCDx
98,[86894],"(78536, 78536)",ABCDx
99,[65457],"(62179, 62179)",ABCDx
100,"[67848, 67976, 68168, 69608, 70344, 73448]","(65547, 65547)",ADWIN
101,"[77800, 78088, 78312, 78568, 78952, 83720, 89320, 91752]","(73322, 73322)",ADWIN
102,[82632],"(58988, 58988)",ADWIN
103,"[70824, 72552, 72584, 72648, 72680, 72776, 72872, 73096, 73480]","(63351, 63351)",ADWIN
104,"[54760, 63432, 63496, 63528, 63624, 64936, 99624, 99784]","(52312, 52312)",ADWIN
105,"[59848, 63432, 63464, 63528, 63592, 63656, 64104]","(56719, 56719)",ADWIN
106,"[83976, 84008, 84232, 84264, 84392, 84680, 90728, 94568]","(79356, 79356)",ADWIN
107,"[55080, 81416, 82344, 82376, 82536, 87144]","(67248, 67248)",ADWIN
108,"[62440, 64616, 64648, 65192, 65288, 65384, 65704, 66280, 68488, 81480, 91400, 93288]","(57319, 57319)",ADWIN
109,"[80424, 80808, 80904, 81384, 82472, 85000, 87848, 88040, 89992, 91016, 91336, 92072, 98184]","(72510, 72510)",ADWIN
110,"[79528, 79560, 79592, 79624, 79752, 80104, 80136, 80168, 81128, 84616, 95816, 96392, 99048]","(71495, 71495)",ADWIN
111,"[93224, 93704, 93736, 93768]","(71625, 71625)",ADWIN
112,"[70568, 70600, 70664, 70920]","(68508, 68508)",ADWIN
113,"[57288, 57960, 59016, 61000, 90024, 90152, 90248, 91912, 93160, 93256, 93608]","(54507, 54507)",ADWIN
114,"[65832, 66568, 66888, 67048, 67336, 67528, 67880]","(62245, 62245)",ADWIN
