,fp,tp,fn,precision,recall,episode_recall,f1,mdt,far,ar,n_episodes,n_alarms
ABCD,145.0,17.0,34.0,0.10493827160493827,0.3333333333333333,0.32,0.1596244131455399,913.4375,1.45,1.6199999999999999,50.0,162.0
ABCDx,0.0,0.0,50.0,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.0
ADWIN,507.0,37.0,38.0,0.06801470588235294,0.49333333333333335,0.24,0.11954765751211631,1294.0,5.07,5.44,50.0,544.0
CUSUM,211.0,9.0,41.0,0.04090909090909091,0.18,0.18,0.06666666666666667,1478.888888888889,2.11,2.2,50.0,220.0
DDM,261.0,9.0,41.0,0.03333333333333333,0.18,0.18,0.05625000000000001,1456.4444444444443,2.61,2.7,50.0,270.0
EWMAChart,4.0,2.0,48.0,0.3333333333333333,0.04,0.04,0.07142857142857142,1983.5,0.04,0.060000000000000005,50.0,6.0
GeometricMovingAverage,12001.0,416.0,0.0,0.03350245630989772,1.0,1.0,0.06483285280137145,151.64,120.01,124.17,50.0,12417.0
HDDMAverage,257.0,16.0,36.0,0.05860805860805861,0.3076923076923077,0.28,0.09846153846153846,1214.7142857142858,2.57,2.73,50.0,273.0
HDDMWeighted,677.0,34.0,21.0,0.04781997187060478,0.6181818181818182,0.58,0.0887728459530026,1146.2758620689656,6.77,7.11,50.0,711.0
PageHinkley,3.0,3.0,47.0,0.5,0.06,0.06,0.10714285714285712,1534.6666666666667,0.030000000000000002,0.060000000000000005,50.0,6.0
RDDM,430.0,16.0,34.0,0.03587443946188341,0.32,0.32,0.06451612903225806,1313.5,4.3,4.460000000000001,50.0,446.0
SEED,252.0,29.0,27.0,0.10320284697508897,0.5178571428571429,0.46,0.17210682492581603,715.3478260869565,2.52,2.81,50.0,281.0
STEPD,302.0,29.0,25.0,0.08761329305135952,0.5370370370370371,0.5,0.15064935064935064,671.76,3.02,3.31,50.0,331.0
STUDD,1809.0,60.0,29.0,0.03210272873194221,0.6741573033707865,0.42,0.06128702757916241,983.1904761904761,18.09,18.689999999999998,50.0,1869.0
