,preds,true,detector_name
0,[],"(65547, 65547)",ABCD
1,[94097],"(73322, 73322)",ABCD
2,[75812],"(58988, 58988)",ABCD
3,[],"(63351, 63351)",ABCD
4,[],"(52312, 52312)",ABCD
5,[74755],"(56719, 56719)",ABCD
6,[],"(79356, 79356)",ABCD
7,[62045],"(67248, 67248)",ABCD
8,[77984],"(57319, 57319)",ABCD
9,[80731],"(72510, 72510)",ABCD
10,[],"(71495, 71495)",ABCD
11,[78704],"(71625, 71625)",ABCD
12,[79420],"(68508, 68508)",ABCD
13,[71846],"(54507, 54507)",ABCD
14,[],"(62245, 62245)",ABCD
15,[73964],"(77628, 77628)",ABCD
16,[],"(57915, 57915)",ABCD
17,[83421],"(67010, 67010)",ABCD
18,[72647],"(59174, 59174)",ABCD
19,[73166],"(51770, 51770)",ABCD
20,[54826],"(78908, 78908)",ABCD
21,[],"(75938, 75938)",ABCD
22,[],"(68164, 68164)",ABCD
23,[68488],"(69810, 69810)",ABCD
24,[90852],"(57244, 57244)",ABCD
25,[95879],"(72495, 72495)",ABCD
26,[94001],"(64541, 64541)",ABCD
27,[],"(58565, 58565)",ABCD
28,[69094],"(52622, 52622)",ABCD
29,[],"(67638, 67638)",ABCD
30,[70841],"(61701, 61701)",ABCD
31,[98572],"(70018, 70018)",ABCD
32,[60595],"(53905, 53905)",ABCD
33,[87226],"(74153, 74153)",ABCD
34,[],"(78467, 78467)",ABCD
35,[77928],"(79818, 79818)",ABCD
36,[],"(61432, 61432)",ABCD
37,[],"(54461, 54461)",ABCD
38,[85829],"(61070, 61070)",ABCD
39,[],"(75974, 75974)",ABCD
40,[96064],"(71726, 71726)",ABCD
41,[92297],"(73757, 73757)",ABCD
42,[],"(76105, 76105)",ABCD
43,[84508],"(72119, 72119)",ABCD
44,[70109],"(53408, 53408)",ABCD
45,[74547],"(56896, 56896)",ABCD
46,[],"(75543, 75543)",ABCD
47,[87133],"(78433, 78433)",ABCD
48,[],"(78536, 78536)",ABCD
49,[83728],"(62179, 62179)",ABCD
50,[67677],"(65547, 65547)",ABCDx
51,[75617],"(73322, 73322)",ABCDx
52,[79898],"(58988, 58988)",ABCDx
53,[],"(63351, 63351)",ABCDx
54,[],"(52312, 52312)",ABCDx
55,[69881],"(56719, 56719)",ABCDx
56,[],"(79356, 79356)",ABCDx
57,[76334],"(67248, 67248)",ABCDx
58,[],"(57319, 57319)",ABCDx
59,[85689],"(72510, 72510)",ABCDx
60,[84850],"(71495, 71495)",ABCDx
61,[],"(71625, 71625)",ABCDx
62,[],"(68508, 68508)",ABCDx
63,[],"(54507, 54507)",ABCDx
64,[],"(62245, 62245)",ABCDx
65,[88525],"(77628, 77628)",ABCDx
66,[],"(57915, 57915)",ABCDx
67,[77888],"(67010, 67010)",ABCDx
68,[95295],"(59174, 59174)",ABCDx
69,[53472],"(51770, 51770)",ABCDx
70,[81029],"(78908, 78908)",ABCDx
71,[78390],"(75938, 75938)",ABCDx
72,[70448],"(68164, 68164)",ABCDx
73,[71963],"(69810, 69810)",ABCDx
74,[],"(57244, 57244)",ABCDx
75,[],"(72495, 72495)",ABCDx
76,[79601],"(64541, 64541)",ABCDx
77,[],"(58565, 58565)",ABCDx
78,[],"(52622, 52622)",ABCDx
79,[86647],"(67638, 67638)",ABCDx
80,[63540],"(61701, 61701)",ABCDx
81,[72307],"(70018, 70018)",ABCDx
82,[66713],"(53905, 53905)",ABCDx
83,[76378],"(74153, 74153)",ABCDx
84,[],"(78467, 78467)",ABCDx
85,[82222],"(79818, 79818)",ABCDx
86,[96629],"(61432, 61432)",ABCDx
87,[],"(54461, 54461)",ABCDx
88,[62974],"(61070, 61070)",ABCDx
89,[89035],"(75974, 75974)",ABCDx
90,[],"(71726, 71726)",ABCDx
91,[],"(73757, 73757)",ABCDx
92,[],"(76105, 76105)",ABCDx
93,[],"(72119, 72119)",ABCDx
94,[54723],"(53408, 53408)",ABCDx
95,[58929],"(56896, 56896)",ABCDx
96,[77802],"(75543, 75543)",ABCDx
97,[80932],"(78433, 78433)",ABCDx
98,[80843],"(78536, 78536)",ABCDx
99,[64092],"(62179, 62179)",ABCDx
