,preds,true,detector_name
0,[],"(9572, 9572)",ABCD
1,"[9688, 15581]","(13108, 13108)",ABCD
2,[],"(9753, 9753)",ABCD
3,[12240],"(10658, 10658)",ABCD
4,[],"(13517, 13517)",ABCD
5,[13008],"(10349, 10349)",ABCD
6,[12220],"(10807, 10807)",ABCD
7,[12410],"(9443, 9443)",ABCD
8,[13896],"(12430, 12430)",ABCD
9,[15113],"(14005, 14005)",ABCD
10,[11738],"(9478, 9478)",ABCD
11,[],"(14072, 14072)",ABCD
12,[],"(14016, 14016)",ABCD
13,[],"(10190, 10190)",ABCD
14,[13233],"(11470, 11470)",ABCD
15,[12671],"(10132, 10132)",ABCD
16,[14525],"(13220, 13220)",ABCD
17,[17211],"(13284, 13284)",ABCD
18,[11176],"(9333, 9333)",ABCD
19,[],"(10136, 10136)",ABCD
20,[16852],"(14389, 14389)",ABCD
21,[],"(14361, 14361)",ABCD
22,[13246],"(11716, 11716)",ABCD
23,[11684],"(9527, 9527)",ABCD
24,[],"(10993, 10993)",ABCD
25,[14786],"(13798, 13798)",ABCD
26,[],"(14509, 14509)",ABCD
27,[16879],"(14482, 14482)",ABCD
28,[12493],"(10800, 10800)",ABCD
29,[13948],"(11790, 11790)",ABCD
30,[15191],"(10810, 10810)",ABCD
31,[13704],"(11494, 11494)",ABCD
32,[13034],"(9490, 9490)",ABCD
33,[],"(13539, 13539)",ABCD
34,[15740],"(12820, 12820)",ABCD
35,[17442],"(12673, 12673)",ABCD
36,[14504],"(12742, 12742)",ABCD
37,[14026],"(12286, 12286)",ABCD
38,[],"(10557, 10557)",ABCD
39,[15670],"(13668, 13668)",ABCD
40,[15074],"(12851, 12851)",ABCD
41,[15938],"(13485, 13485)",ABCD
42,[12955],"(11663, 11663)",ABCD
43,[17335],"(14403, 14403)",ABCD
44,[15579],"(12995, 12995)",ABCD
45,[17025],"(11490, 11490)",ABCD
46,[12262],"(10456, 10456)",ABCD
47,[],"(14173, 14173)",ABCD
48,[12802],"(10352, 10352)",ABCD
49,[],"(12132, 12132)",ABCD
50,[],"(9572, 9572)",ABCDx
51,[],"(13108, 13108)",ABCDx
52,[],"(9753, 9753)",ABCDx
53,[],"(10658, 10658)",ABCDx
54,[],"(13517, 13517)",ABCDx
55,[],"(10349, 10349)",ABCDx
56,[],"(10807, 10807)",ABCDx
57,[],"(9443, 9443)",ABCDx
58,[],"(12430, 12430)",ABCDx
59,[],"(14005, 14005)",ABCDx
60,[],"(9478, 9478)",ABCDx
61,[],"(14072, 14072)",ABCDx
62,[],"(14016, 14016)",ABCDx
63,[],"(10190, 10190)",ABCDx
64,[],"(11470, 11470)",ABCDx
65,[],"(10132, 10132)",ABCDx
66,[],"(13220, 13220)",ABCDx
67,[],"(13284, 13284)",ABCDx
68,[],"(9333, 9333)",ABCDx
69,[],"(10136, 10136)",ABCDx
70,[],"(14389, 14389)",ABCDx
