,preds,true,detector_name
0,[],"(60435, 60435)",ABCD
1,[],"(82962, 82962)",ABCD
2,[],"(70680, 70680)",ABCD
3,"[53908, 74742, 96615]","(84703, 84703)",ABCD
4,"[62034, 74762]","(80657, 80657)",ABCD
5,[],"(87795, 87795)",ABCD
6,[],"(65379, 65379)",ABCD
7,[84659],"(74632, 74632)",ABCD
8,[86940],"(86795, 86795)",ABCD
9,"[60711, 75873]","(67303, 67303)",ABCD
10,[81451],"(80419, 80419)",ABCD
11,[84494],"(73284, 73284)",ABCD
12,"[55896, 77974]","(83851, 83851)",ABCD
13,[65075],"(61270, 61270)",ABCD
14,"[54398, 64541]","(61609, 61609)",ABCD
15,"[62036, 76906, 82721]","(80462, 80462)",ABCD
16,[72008],"(88806, 88806)",ABCD
17,[89342],"(89106, 89106)",ABCD
18,[82802],"(78300, 78300)",ABCD
19,[61790],"(69890, 69890)",ABCD
20,[],"(63759, 63759)",ABCD
21,[64617],"(67230, 67230)",ABCD
22,[69623],"(79438, 79438)",ABCD
23,[78015],"(72980, 72980)",ABCD
24,[],"(66835, 66835)",ABCD
25,"[57094, 70615]","(64898, 64898)",ABCD
26,[84380],"(79461, 79461)",ABCD
27,[69877],"(65851, 65851)",ABCD
28,[67053],"(76287, 76287)",ABCD
29,[76567],"(72613, 72613)",ABCD
30,[],"(65343, 65343)",ABCD
31,[],"(82974, 82974)",ABCD
32,[66914],"(80111, 80111)",ABCD
33,[],"(74694, 74694)",ABCD
34,[70285],"(86743, 86743)",ABCD
35,[],"(71224, 71224)",ABCD
36,"[62587, 74967, 90746]","(87053, 87053)",ABCD
37,[],"(83851, 83851)",ABCD
38,[80665],"(68654, 68654)",ABCD
39,[],"(80398, 80398)",ABCD
40,"[59821, 71624]","(79310, 79310)",ABCD
41,[],"(63594, 63594)",ABCD
42,[80036],"(67190, 67190)",ABCD
43,[61102],"(83314, 83314)",ABCD
44,[],"(64775, 64775)",ABCD
45,"[59590, 62693]","(66913, 66913)",ABCD
46,[],"(60363, 60363)",ABCD
47,[69839],"(86793, 86793)",ABCD
48,[],"(89685, 89685)",ABCD
49,[73214],"(80434, 80434)",ABCD
50,[],"(60435, 60435)",ABCDx
51,[],"(82962, 82962)",ABCDx
52,[],"(70680, 70680)",ABCDx
53,[],"(84703, 84703)",ABCDx
54,[],"(80657, 80657)",ABCDx
55,[],"(87795, 87795)",ABCDx
56,[],"(65379, 65379)",ABCDx
57,[],"(74632, 74632)",ABCDx
58,[],"(86795, 86795)",ABCDx
59,[],"(67303, 67303)",ABCDx
60,[],"(80419, 80419)",ABCDx
61,[],"(73284, 73284)",ABCDx
62,[],"(83851, 83851)",ABCDx
63,[],"(61270, 61270)",ABCDx
64,[],"(61609, 61609)",ABCDx
65,[],"(80462, 80462)",ABCDx
66,[],"(88806, 88806)",ABCDx
67,[],"(89106, 89106)",ABCDx
68,[],"(78300, 78300)",ABCDx
69,[],"(69890, 69890)",ABCDx
70,[],"(63759, 63759)",ABCDx
71,[],"(67230, 67230)",ABCDx
72,[],"(79438, 79438)",ABCDx
73,[],"(72980, 72980)",ABCDx
74,[],"(66835, 66835)",ABCDx
75,[],"(64898, 64898)",ABCDx
76,[],"(79461, 79461)",ABCDx
77,[],"(65851, 65851)",ABCDx
78,[],"(76287, 76287)",ABCDx
79,[],"(72613, 72613)",ABCDx
80,[],"(65343, 65343)",ABCDx
81,[],"(82974, 82974)",ABCDx
82,[],"(80111, 80111)",ABCDx
83,[],"(74694, 74694)",ABCDx
84,[],"(86743, 86743)",ABCDx
85,[],"(71224, 71224)",ABCDx
86,[],"(87053, 87053)",ABCDx
87,[],"(83851, 83851)",ABCDx
88,[],"(68654, 68654)",ABCDx
89,[],"(80398, 80398)",ABCDx
90,[],"(79310, 79310)",ABCDx
91,[],"(63594, 63594)",ABCDx
92,[],"(67190, 67190)",ABCDx
93,[],"(83314, 83314)",ABCDx
94,[],"(64775, 64775)",ABCDx
95,[],"(66913, 66913)",ABCDx
96,[],"(60363, 60363)",ABCDx
97,[],"(86793, 86793)",ABCDx
98,[],"(89685, 89685)",ABCDx
99,[],"(80434, 80434)",ABCDx
100,[],"(60435, 60435)",ADWIN
101,"[61840, 62000, 62032]","(82962, 82962)",ADWIN
102,[],"(70680, 70680)",ADWIN
103,"[52432, 52816, 64432, 64464, 75184, 75664, 75760]","(84703, 84703)",ADWIN
104,"[58960, 59088, 59152, 62224, 75984, 76144, 76240]","(80657, 80657)",ADWIN
105,[],"(87795, 87795)",ADWIN
106,[63632],"(65379, 65379)",ADWIN
107,"[75506, 76029, 81335]","(74632, 74632)",ADWIN
108,"[52688, 53072, 63856, 63888, 63952, 84272, 84464, 86512, 87992, 92423]","(86795, 86795)",ADWIN
109,"[58928, 59056, 59280, 59600, 60464, 72547, 72592, 78181]","(67303, 67303)",ADWIN
110,[52112],"(80419, 80419)",ADWIN
111,[59344],"(73284, 73284)",ADWIN
112,"[59056, 74544, 76208]","(83851, 83851)",ADWIN
113,"[63373, 63852, 64561]","(61270, 61270)",ADWIN
114,"[53392, 53424, 53456, 53552]","(61609, 61609)",ADWIN
115,"[75248, 75632]","(80462, 80462)",ADWIN
116,"[66768, 74512, 91285]","(88806, 88806)",ADWIN
117,"[61936, 62000, 62160, 78640, 88944, 93077]","(89106, 89106)",ADWIN
118,"[80128, 80168, 80809, 80850, 81452]","(78300, 78300)",ADWIN
119,"[59472, 59952, 61712, 62096, 65776]","(69890, 69890)",ADWIN
120,[],"(63759, 63759)",ADWIN
121,"[63760, 65872]","(67230, 67230)",ADWIN
122,"[67632, 67984, 68016]","(79438, 79438)",ADWIN
123,[],"(72980, 72980)",ADWIN
124,[],"(66835, 66835)",ADWIN
125,"[54800, 54864, 54896, 55280, 56176, 68386, 70210, 70666]","(64898, 64898)",ADWIN
126,"[65520, 65872, 88731, 88931, 99868]","(79461, 79461)",ADWIN
127,"[54992, 67711, 67931, 68058, 68105, 68279, 68665, 69267, 70894]","(65851, 65851)",ADWIN
128,"[63024, 63824, 65744]","(76287, 76287)",ADWIN
129,"[63632, 63920, 63952, 64016, 64304, 64336, 74663, 75585, 76176]","(72613, 72613)",ADWIN
130,[],"(65343, 65343)",ADWIN
131,[],"(82974, 82974)",ADWIN
132,"[64144, 64176, 64624, 64656, 65264, 71216, 73360]","(80111, 80111)",ADWIN
