,preds,true,detector_name
0,[39789],"(32161, 32161)",ABCD
1,[27836],"(24748, 24748)",ABCD
2,[30225],"(26842, 26842)",ABCD
3,[39649],"(35682, 35682)",ABCD
4,[37969],"(35376, 35376)",ABCD
5,[38320],"(34865, 34865)",ABCD
6,[27265],"(25293, 25293)",ABCD
7,[27966],"(26245, 26245)",ABCD
8,[35955],"(29981, 29981)",ABCD
9,[28402],"(25435, 25435)",ABCD
10,"[32518, 35445]","(35129, 35129)",ABCD
11,[29895],"(27701, 27701)",ABCD
12,[37071],"(32532, 32532)",ABCD
13,[36041],"(27449, 27449)",ABCD
14,[36416],"(34155, 34155)",ABCD
15,"[31739, 41341]","(29722, 29722)",ABCD
16,"[28497, 38080]","(26670, 26670)",ABCD
17,[34064],"(30899, 30899)",ABCD
18,[33719],"(31845, 31845)",ABCD
19,[32560],"(28442, 28442)",ABCD
20,[31003],"(27705, 27705)",ABCD
21,[31199],"(27431, 27431)",ABCD
22,[39377],"(34072, 34072)",ABCD
23,[31866],"(28840, 28840)",ABCD
24,"[29734, 41293]","(27554, 27554)",ABCD
25,[30867],"(28587, 28587)",ABCD
26,[28517],"(25164, 25164)",ABCD
27,"[30846, 43237]","(29033, 29033)",ABCD
28,[34864],"(32595, 32595)",ABCD
29,[31538],"(28770, 28770)",ABCD
30,"[26747, 37707]","(36076, 36076)",ABCD
31,[24346],"(22891, 22891)",ABCD
32,[27108],"(24098, 24098)",ABCD
33,[29741],"(26016, 26016)",ABCD
34,[33589],"(31134, 31134)",ABCD
35,[30554],"(27921, 27921)",ABCD
36,[37280],"(34560, 34560)",ABCD
37,"[26036, 43944]","(24442, 24442)",ABCD
38,[35037],"(32992, 32992)",ABCD
39,[33904],"(31764, 31764)",ABCD
40,[36708],"(32389, 32389)",ABCD
41,[28777],"(22874, 22874)",ABCD
42,[29095],"(27829, 27829)",ABCD
43,"[30487, 32942]","(32737, 32737)",ABCD
44,[30193],"(27447, 27447)",ABCD
45,[38187],"(34498, 34498)",ABCD
46,[33459],"(30655, 30655)",ABCD
47,"[30601, 44041]","(28851, 28851)",ABCD
48,[39404],"(36181, 36181)",ABCD
49,[31344],"(28740, 28740)",ABCD
50,"[36096, 36192]","(32161, 32161)",ADWIN
51,"[37440, 38272]","(24748, 24748)",ADWIN
52,"[37920, 38016]","(26842, 26842)",ADWIN
53,[],"(35682, 35682)",ADWIN
54,[35200],"(35376, 35376)",ADWIN
55,[32800],"(34865, 34865)",ADWIN
56,"[34144, 36128, 39712]","(25293, 25293)",ADWIN
57,"[34336, 35648]","(26245, 26245)",ADWIN
58,[],"(29981, 29981)",ADWIN
59,"[41280, 42304]","(25435, 25435)",ADWIN
60,"[31744, 33088, 34432, 34592, 41536]","(35129, 35129)",ADWIN
61,"[36608, 43456]","(27701, 27701)",ADWIN
62,[42560],"(32532, 32532)",ADWIN
63,[],"(27449, 27449)",ADWIN
64,"[40480, 40864, 43168]","(34155, 34155)",ADWIN
65,"[38688, 39552, 39744, 41216, 44864]","(29722, 29722)",ADWIN
66,"[30272, 35104, 35136, 36256, 38144, 40288]","(26670, 26670)",ADWIN
67,[],"(30899, 30899)",ADWIN
68,"[19680, 19712, 38048, 42720]","(31845, 31845)",ADWIN
69,[],"(28442, 28442)",ADWIN
70,"[43264, 44704]","(27705, 27705)",ADWIN
71,"[35904, 36768, 39680, 43968]","(27431, 27431)",ADWIN
72,"[26592, 28096, 44352]","(34072, 34072)",ADWIN
73,"[35168, 44512, 44576]","(28840, 28840)",ADWIN
74,"[36640, 38464, 41120, 41728, 42368, 42432, 42464]","(27554, 27554)",ADWIN
75,"[38656, 40928]","(28587, 28587)",ADWIN
76,"[34144, 43936]","(25164, 25164)",ADWIN
77,"[37408, 37888, 41472]","(29033, 29033)",ADWIN
78,"[37536, 37984, 38272]","(32595, 32595)",ADWIN
79,"[35008, 36736, 37984]","(28770, 28770)",ADWIN
80,"[24128, 35584]","(36076, 36076)",ADWIN
81,"[30784, 39392]","(22891, 22891)",ADWIN
82,"[39360, 39680]","(24098, 24098)",ADWIN
83,[38816],"(26016, 26016)",ADWIN
84,[43968],"(31134, 31134)",ADWIN
85,"[34912, 36128, 37440, 38400]","(27921, 27921)",ADWIN
86,[43392],"(34560, 34560)",ADWIN
87,"[32384, 36928, 43712]","(24442, 24442)",ADWIN
88,"[38336, 43840]","(32992, 32992)",ADWIN
89,"[40032, 41120, 44096]","(31764, 31764)",ADWIN
90,[],"(32389, 32389)",ADWIN
91,"[43584, 44064]","(22874, 22874)",ADWIN
92,"[32096, 34976]","(27829, 27829)",ADWIN
93,"[29280, 29504, 31776, 34720]","(32737, 32737)",ADWIN
94,[43808],"(27447, 27447)",ADWIN
95,[45120],"(34498, 34498)",ADWIN
96,"[21888, 40160]","(30655, 30655)",ADWIN
97,"[34560, 39712, 43968]","(28851, 28851)",ADWIN
98,[],"(36181, 36181)",ADWIN
99,"[41920, 44032]","(28740, 28740)",ADWIN
100,"[24525, 27012]","(32161, 32161)",CUSUM
101,[44049],"(24748, 24748)",CUSUM
102,"[24799, 37987]","(26842, 26842)",CUSUM
103,[35077],"(35682, 35682)",CUSUM
104,[25456],"(35376, 35376)",CUSUM
105,[31430],"(34865, 34865)",CUSUM
106,[],"(25293, 25293)",CUSUM
107,[],"(26245, 26245)",CUSUM
108,[17188],"(29981, 29981)",CUSUM
109,[],"(25435, 25435)",CUSUM
110,[28584],"(35129, 35129)",CUSUM
111,[],"(27701, 27701)",CUSUM
112,[],"(32532, 32532)",CUSUM
113,[25658],"(27449, 27449)",CUSUM
114,[],"(34155, 34155)",CUSUM
115,[],"(29722, 29722)",CUSUM
116,[],"(26670, 26670)",CUSUM
117,[],"(30899, 30899)",CUSUM
118,[19295],"(31845, 31845)",CUSUM
119,[],"(28442, 28442)",CUSUM
120,[],"(27705, 27705)",CUSUM
121,[43905],"(27431, 27431)",CUSUM
122,[20327],"(34072, 34072)",CUSUM
123,[],"(28840, 28840)",CUSUM
124,[42338],"(27554, 27554)",CUSUM
125,"[21133, 25784, 40827]","(28587, 28587)",CUSUM
126,[],"(25164, 25164)",CUSUM
127,[],"(29033, 29033)",CUSUM
128,"[31977, 37520]","(32595, 32595)",CUSUM
129,[],"(28770, 28770)",CUSUM
130,[21867],"(36076, 36076)",CUSUM
131,[],"(22891, 22891)",CUSUM
132,[],"(24098, 24098)",CUSUM
133,[],"(26016, 26016)",CUSUM
134,[],"(31134, 31134)",CUSUM
135,[],"(27921, 27921)",CUSUM
136,[31424],"(34560, 34560)",CUSUM
137,[],"(24442, 24442)",CUSUM
138,"[30926, 43329]","(32992, 32992)",CUSUM
139,[],"(31764, 31764)",CUSUM
140,[29588],"(32389, 32389)",CUSUM
141,[],"(22874, 22874)",CUSUM
142,[],"(27829, 27829)",CUSUM
143,[23949],"(32737, 32737)",CUSUM
144,[],"(27447, 27447)",CUSUM
145,[],"(34498, 34498)",CUSUM
146,[15907],"(30655, 30655)",CUSUM
147,[],"(28851, 28851)",CUSUM
148,[],"(36181, 36181)",CUSUM
149,[],"(28740, 28740)",CUSUM
150,"[17714, 23998, 27228]","(32161, 32161)",DDM
151,"[18385, 37995, 43316]","(24748, 24748)",DDM
152,"[14997, 19738, 24717, 37936]","(26842, 26842)",DDM
153,"[28175, 32098]","(35682, 35682)",DDM
154,"[22020, 25451]","(35376, 35376)",DDM
