,preds,true,detector_name
0,[34187],"(32161, 32161)",ABCD
1,[33208],"(31328, 31328)",ABCD
2,[30943],"(30325, 30325)",ABCD
3,[36653],"(34026, 34026)",ABCD
4,[28073],"(26218, 26218)",ABCD
5,[33929],"(31614, 31614)",ABCD
6,[33600],"(31884, 31884)",ABCD
7,[26305],"(25418, 25418)",ABCD
8,[30752],"(28606, 28606)",ABCD
9,[28518],"(26064, 26064)",ABCD
10,[25880],"(23980, 23980)",ABCD
11,[31887],"(30531, 30531)",ABCD
12,[27359],"(24674, 24674)",ABCD
13,[26852],"(24591, 24591)",ABCD
14,[36703],"(35210, 35210)",ABCD
15,[34790],"(33592, 33592)",ABCD
16,[30654],"(28757, 28757)",ABCD
17,[32961],"(30800, 30800)",ABCD
18,[29999],"(28143, 28143)",ABCD
19,[25932],"(24644, 24644)",ABCD
20,[27192],"(25654, 25654)",ABCD
21,[37547],"(35374, 35374)",ABCD
22,[26579],"(24880, 24880)",ABCD
23,[36391],"(33560, 33560)",ABCD
24,[34702],"(33192, 33192)",ABCD
25,"[20387, 26980]","(26050, 26050)",ABCD
26,[24439],"(23266, 23266)",ABCD
27,[25976],"(24549, 24549)",ABCD
28,[33027],"(31081, 31081)",ABCD
29,[30783],"(28757, 28757)",ABCD
30,[36505],"(34161, 34161)",ABCD
31,[28334],"(26896, 26896)",ABCD
32,[28719],"(27087, 27087)",ABCD
33,[28715],"(26870, 26870)",ABCD
34,[29610],"(27523, 27523)",ABCD
35,[27662],"(25913, 25913)",ABCD
36,[33639],"(31173, 31173)",ABCD
37,[30721],"(29161, 29161)",ABCD
38,[34814],"(33361, 33361)",ABCD
39,[29093],"(27824, 27824)",ABCD
40,[33346],"(31034, 31034)",ABCD
41,[26015],"(23527, 23527)",ABCD
42,[28406],"(26690, 26690)",ABCD
43,[28232],"(26753, 26753)",ABCD
44,[33490],"(31205, 31205)",ABCD
45,[27820],"(25963, 25963)",ABCD
46,[32152],"(30124, 30124)",ABCD
47,[32366],"(30858, 30858)",ABCD
48,[37202],"(35542, 35542)",ABCD
49,[36290],"(35088, 35088)",ABCD
50,"[32473, 32518, 32600, 32786]","(32161, 32161)",ADWIN
51,[],"(31328, 31328)",ADWIN
52,"[30624, 30669, 30715, 30755, 30839, 31891]","(30325, 30325)",ADWIN
53,[],"(34026, 34026)",ADWIN
54,[],"(26218, 26218)",ADWIN
55,[],"(31614, 31614)",ADWIN
56,"[32205, 32246, 32289, 32332, 32380, 32601]","(31884, 31884)",ADWIN
57,[],"(25418, 25418)",ADWIN
58,[],"(28606, 28606)",ADWIN
59,[],"(26064, 26064)",ADWIN
60,[],"(23980, 23980)",ADWIN
61,"[30819, 30870, 30960, 31058]","(30531, 30531)",ADWIN
62,[],"(24674, 24674)",ADWIN
63,[],"(24591, 24591)",ADWIN
64,"[32736, 35569, 35797, 35889]","(35210, 35210)",ADWIN
65,[],"(33592, 33592)",ADWIN
66,"[29020, 29155, 29421]","(28757, 28757)",ADWIN
67,[],"(30800, 30800)",ADWIN
68,[],"(28143, 28143)",ADWIN
69,[],"(24644, 24644)",ADWIN
70,"[25887, 25935, 25984, 26117]","(25654, 25654)",ADWIN
71,[],"(35374, 35374)",ADWIN
72,"[25303, 25347, 25433]","(24880, 24880)",ADWIN
73,[],"(33560, 33560)",ADWIN
74,"[33415, 33466, 33518, 33619, 33754]","(33192, 33192)",ADWIN
75,[18720],"(26050, 26050)",ADWIN
76,[],"(23266, 23266)",ADWIN
77,"[24917, 25010, 25059, 25098]","(24549, 24549)",ADWIN
78,"[31393, 31528, 31572, 31674]","(31081, 31081)",ADWIN
79,[],"(28757, 28757)",ADWIN
80,"[34518, 34564, 34656, 35513]","(34161, 34161)",ADWIN
81,"[27124, 27168, 27461]","(26896, 26896)",ADWIN
82,"[27274, 27319]","(27087, 27087)",ADWIN
83,"[27258, 27312, 27636, 32873]","(26870, 26870)",ADWIN
84,[],"(27523, 27523)",ADWIN
85,[],"(25913, 25913)",ADWIN
86,[],"(31173, 31173)",ADWIN
87,"[29419, 29470, 29509, 29558, 29895, 29988, 30890]","(29161, 29161)",ADWIN
88,"[33911, 33961, 34004, 34140, 35176]","(33361, 33361)",ADWIN
89,"[28038, 28081, 28128, 28646]","(27824, 27824)",ADWIN
90,[],"(31034, 31034)",ADWIN
91,[],"(23527, 23527)",ADWIN
92,"[26979, 27024, 27071, 27112, 27165]","(26690, 26690)",ADWIN
93,"[26975, 27018, 27064, 28126]","(26753, 26753)",ADWIN
94,"[31674, 31723]","(31205, 31205)",ADWIN
95,"[26449, 26535, 26682, 26777, 26956, 27480]","(25963, 25963)",ADWIN
96,[],"(30124, 30124)",ADWIN
97,[],"(30858, 30858)",ADWIN
98,"[35870, 35920, 36110, 36473, 36746]","(35542, 35542)",ADWIN
99,[],"(35088, 35088)",ADWIN
100,"[18275, 32647]","(32161, 32161)",CUSUM
101,"[15365, 23859]","(31328, 31328)",CUSUM
102,"[26849, 30851]","(30325, 30325)",CUSUM
103,[],"(34026, 34026)",CUSUM
104,[],"(26218, 26218)",CUSUM
105,[],"(31614, 31614)",CUSUM
106,[32186],"(31884, 31884)",CUSUM
107,[15888],"(25418, 25418)",CUSUM
108,[20939],"(28606, 28606)",CUSUM
109,[],"(26064, 26064)",CUSUM
110,[],"(23980, 23980)",CUSUM
111,"[20476, 30961]","(30531, 30531)",CUSUM
112,[],"(24674, 24674)",CUSUM
113,[19336],"(24591, 24591)",CUSUM
114,"[19164, 35729]","(35210, 35210)",CUSUM
115,[],"(33592, 33592)",CUSUM
116,[29207],"(28757, 28757)",CUSUM
117,[],"(30800, 30800)",CUSUM
118,[],"(28143, 28143)",CUSUM
119,[],"(24644, 24644)",CUSUM
120,[26061],"(25654, 25654)",CUSUM
121,[],"(35374, 35374)",CUSUM
122,[25464],"(24880, 24880)",CUSUM
123,[],"(33560, 33560)",CUSUM
124,[33405],"(33192, 33192)",CUSUM
125,[17412],"(26050, 26050)",CUSUM
126,[],"(23266, 23266)",CUSUM
127,[24917],"(24549, 24549)",CUSUM
128,[31593],"(31081, 31081)",CUSUM
129,[],"(28757, 28757)",CUSUM
130,[34739],"(34161, 34161)",CUSUM
131,[27255],"(26896, 26896)",CUSUM
132,[27461],"(27087, 27087)",CUSUM
133,[27399],"(26870, 26870)",CUSUM
134,[],"(27523, 27523)",CUSUM
135,[],"(25913, 25913)",CUSUM
136,[],"(31173, 31173)",CUSUM
137,[29484],"(29161, 29161)",CUSUM
138,"[29826, 33986]","(33361, 33361)",CUSUM
139,[27984],"(27824, 27824)",CUSUM
140,[],"(31034, 31034)",CUSUM
141,[],"(23527, 23527)",CUSUM
142,"[15064, 27064]","(26690, 26690)",CUSUM
143,[27113],"(26753, 26753)",CUSUM
144,[31781],"(31205, 31205)",CUSUM
145,[26709],"(25963, 25963)",CUSUM
146,[],"(30124, 30124)",CUSUM
