,preds,true,detector_name
0,[],"(32161, 32161)",ABCD
1,[],"(24748, 24748)",ABCD
2,[],"(26842, 26842)",ABCD
3,[],"(35682, 35682)",ABCD
4,[],"(35376, 35376)",ABCD
5,[44203],"(34865, 34865)",ABCD
6,[34133],"(25293, 25293)",ABCD
7,[39642],"(26245, 26245)",ABCD
8,[],"(29981, 29981)",ABCD
9,[],"(25435, 25435)",ABCD
10,[],"(35129, 35129)",ABCD
11,[35341],"(27701, 27701)",ABCD
12,[],"(32532, 32532)",ABCD
13,[],"(27449, 27449)",ABCD
14,[],"(34155, 34155)",ABCD
15,[],"(29722, 29722)",ABCD
16,[],"(26670, 26670)",ABCD
17,[41915],"(30899, 30899)",ABCD
18,[],"(31845, 31845)",ABCD
19,[38641],"(28442, 28442)",ABCD
20,[],"(27705, 27705)",ABCD
21,[],"(27431, 27431)",ABCD
22,[],"(34072, 34072)",ABCD
23,[37624],"(28840, 28840)",ABCD
24,[],"(27554, 27554)",ABCD
25,[],"(28587, 28587)",ABCD
26,[],"(25164, 25164)",ABCD
27,[],"(29033, 29033)",ABCD
28,[],"(32595, 32595)",ABCD
29,[],"(28770, 28770)",ABCD
30,[],"(36076, 36076)",ABCD
31,[],"(22891, 22891)",ABCD
32,[],"(24098, 24098)",ABCD
33,[28418],"(26016, 26016)",ABCD
34,[],"(31134, 31134)",ABCD
35,[],"(27921, 27921)",ABCD
36,[],"(34560, 34560)",ABCD
37,[],"(24442, 24442)",ABCD
38,[],"(32992, 32992)",ABCD
39,[],"(31764, 31764)",ABCD
40,[],"(32389, 32389)",ABCD
41,[],"(22874, 22874)",ABCD
42,[39613],"(27829, 27829)",ABCD
43,[45123],"(32737, 32737)",ABCD
44,[],"(27447, 27447)",ABCD
45,[],"(34498, 34498)",ABCD
46,[],"(30655, 30655)",ABCD
47,[],"(28851, 28851)",ABCD
48,[],"(36181, 36181)",ABCD
49,[44711],"(28740, 28740)",ABCD
50,[36596],"(32161, 32161)",ADWIN
51,"[35236, 35362, 35421, 35973]","(24748, 24748)",ADWIN
52,[],"(26842, 26842)",ADWIN
53,"[37072, 37178, 37254, 37308, 37366, 37944, 38062]","(35682, 35682)",ADWIN
54,[],"(35376, 35376)",ADWIN
55,"[36401, 36678, 36734, 36791, 36913]","(34865, 34865)",ADWIN
56,[],"(25293, 25293)",ADWIN
57,[],"(26245, 26245)",ADWIN
58,"[32112, 32682, 33121, 33961, 34430]","(29981, 29981)",ADWIN
59,[],"(25435, 25435)",ADWIN
60,"[40940, 42002, 44011, 44557]","(35129, 35129)",ADWIN
61,[39212],"(27701, 27701)",ADWIN
62,"[41540, 42194]","(32532, 32532)",ADWIN
63,"[30805, 31075, 31201, 31477, 37938]","(27449, 27449)",ADWIN
64,[],"(34155, 34155)",ADWIN
65,"[39629, 39694, 39747, 39901]","(29722, 29722)",ADWIN
66,[],"(26670, 26670)",ADWIN
67,[],"(30899, 30899)",ADWIN
68,[],"(31845, 31845)",ADWIN
69,"[31707, 31826, 31990, 32170]","(28442, 28442)",ADWIN
70,"[30495, 32051, 32178, 33126, 33546, 39040]","(27705, 27705)",ADWIN
71,"[35681, 36022, 36149, 39564, 40015]","(27431, 27431)",ADWIN
72,[],"(34072, 34072)",ADWIN
73,"[31032, 31237, 31376, 33958, 34096]","(28840, 28840)",ADWIN
74,[],"(27554, 27554)",ADWIN
75,[],"(28587, 28587)",ADWIN
76,[],"(25164, 25164)",ADWIN
77,[37548],"(29033, 29033)",ADWIN
78,"[38708, 38800]","(32595, 32595)",ADWIN
79,[],"(28770, 28770)",ADWIN
80,"[38485, 39483, 40288, 40532, 40721]","(36076, 36076)",ADWIN
81,"[27467, 29563, 31976]","(22891, 22891)",ADWIN
82,"[29962, 30184, 38521]","(24098, 24098)",ADWIN
83,"[27813, 28112, 31157, 31299]","(26016, 26016)",ADWIN
84,[],"(31134, 31134)",ADWIN
85,"[37920, 43700]","(27921, 27921)",ADWIN
86,"[40509, 40563, 40613, 41223, 41825, 43852]","(34560, 34560)",ADWIN
87,"[29160, 36889, 41189]","(24442, 24442)",ADWIN
88,"[37718, 38288, 38685, 38893, 39926]","(32992, 32992)",ADWIN
89,"[41040, 41648]","(31764, 31764)",ADWIN
90,[34903],"(32389, 32389)",ADWIN
91,[44074],"(22874, 22874)",ADWIN
92,[43869],"(27829, 27829)",ADWIN
93,"[31200, 31744]","(32737, 32737)",ADWIN
94,[37141],"(27447, 27447)",ADWIN
95,"[42665, 42863, 43000, 43934, 44252]","(34498, 34498)",ADWIN
96,[17120],"(30655, 30655)",ADWIN
97,"[39586, 43846, 44025]","(28851, 28851)",ADWIN
98,[],"(36181, 36181)",ADWIN
99,"[35269, 35404, 35601, 36738, 38401]","(28740, 28740)",ADWIN
100,[34156],"(32161, 32161)",CUSUM
101,[],"(24748, 24748)",CUSUM
102,[24875],"(26842, 26842)",CUSUM
103,[37072],"(35682, 35682)",CUSUM
104,[],"(35376, 35376)",CUSUM
105,[36407],"(34865, 34865)",CUSUM
106,[],"(25293, 25293)",CUSUM
107,[],"(26245, 26245)",CUSUM
108,"[16328, 25684, 34515]","(29981, 29981)",CUSUM
109,[27671],"(25435, 25435)",CUSUM
110,[18760],"(35129, 35129)",CUSUM
111,"[22489, 34410]","(27701, 27701)",CUSUM
112,[],"(32532, 32532)",CUSUM
113,[38033],"(27449, 27449)",CUSUM
114,[25512],"(34155, 34155)",CUSUM
115,[37947],"(29722, 29722)",CUSUM
116,[40248],"(26670, 26670)",CUSUM
117,[33094],"(30899, 30899)",CUSUM
118,[19441],"(31845, 31845)",CUSUM
119,[31313],"(28442, 28442)",CUSUM
120,[],"(27705, 27705)",CUSUM
121,[],"(27431, 27431)",CUSUM
122,[38506],"(34072, 34072)",CUSUM
123,[30875],"(28840, 28840)",CUSUM
124,[41335],"(27554, 27554)",CUSUM
125,[18369],"(28587, 28587)",CUSUM
126,[26532],"(25164, 25164)",CUSUM
127,[41962],"(29033, 29033)",CUSUM
128,[38333],"(32595, 32595)",CUSUM
129,[21390],"(28770, 28770)",CUSUM
130,[38838],"(36076, 36076)",CUSUM
131,[24494],"(22891, 22891)",CUSUM
132,[31537],"(24098, 24098)",CUSUM
133,[23876],"(26016, 26016)",CUSUM
134,[33892],"(31134, 31134)",CUSUM
135,"[15857, 32931]","(27921, 27921)",CUSUM
136,[],"(34560, 34560)",CUSUM
137,[35417],"(24442, 24442)",CUSUM
138,[35502],"(32992, 32992)",CUSUM
139,[37670],"(31764, 31764)",CUSUM
140,[30557],"(32389, 32389)",CUSUM
141,[],"(22874, 22874)",CUSUM
142,[32031],"(27829, 27829)",CUSUM
143,[30548],"(32737, 32737)",CUSUM
144,[31259],"(27447, 27447)",CUSUM
145,[42670],"(34498, 34498)",CUSUM
146,"[15901, 36038]","(30655, 30655)",CUSUM
147,[],"(28851, 28851)",CUSUM
148,[],"(36181, 36181)",CUSUM
149,[45169],"(28740, 28740)",CUSUM
150,"[23987, 33672]","(32161, 32161)",DDM
151,"[27085, 44287]","(24748, 24748)",DDM
152,"[16047, 24733, 30047, 37995]","(26842, 26842)",DDM
153,[37020],"(35682, 35682)",DDM
154,[36669],"(35376, 35376)",DDM
155,"[36371, 43966]","(34865, 34865)",DDM
156,"[30131, 36757]","(25293, 25293)",DDM
157,"[15746, 19707]","(26245, 26245)",DDM
158,"[14803, 23565, 31712]","(29981, 29981)",DDM
159,"[14792, 26782, 43006]","(25435, 25435)",DDM
160,"[18309, 39428]","(35129, 35129)",DDM
