,fp,tp,fn,precision,recall,episode_recall,f1,mdt,far,ar,n_episodes,n_alarms
ABCD,0.0,0.0,50.0,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.0
ABCDx,0.0,0.0,50.0,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.0
ADWIN,4.0,0.0,50.0,0.0,0.0,0.0,0.0,,0.0882768361581921,0.0882768361581921,50.0,4.0
CUSUM,32.0,8.0,42.0,0.2,0.16,0.16,0.17777777777777778,146.0,0.7062146892655368,0.8827683615819208,50.0,40.0
DDM,8.0,1.0,49.0,0.1111111111111111,0.02,0.02,0.03389830508474577,-634.0,0.1765536723163842,0.19862288135593223,50.0,9.0
EWMAChart,0.0,0.0,50.0,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.0
GeometricMovingAverage,0.0,0.0,50.0,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.0
HDDMAverage,0.0,0.0,50.0,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.0
HDDMWeighted,4.0,0.0,50.0,0.0,0.0,0.0,0.0,,0.0882768361581921,0.0882768361581921,50.0,4.0
PageHinkley,10.0,2.0,48.0,0.16666666666666666,0.04,0.04,0.06451612903225806,1973.0,0.2206920903954802,0.2648305084745763,50.0,12.0
RDDM,62.0,18.0,34.0,0.225,0.34615384615384615,0.32,0.27272727272727276,567.0625,1.3682909604519773,1.7655367231638417,50.0,80.0
SEED,20.0,2.0,48.0,0.09090909090909091,0.04,0.04,0.05555555555555555,96.0,0.4413841807909604,0.4855225988700565,50.0,22.0
STEPD,207.0,45.0,23.0,0.17857142857142858,0.6617647058823529,0.54,0.28125,-642.2592592592592,4.56832627118644,5.561440677966101,50.0,252.0
STUDD,109.0,7.0,44.0,0.0603448275862069,0.13725490196078433,0.12,0.08383233532934133,1499.6666666666667,2.4055437853107344,2.5600282485875705,50.0,116.0
