,fp,tp,fn,precision,recall,episode_recall,f1,mdt,far,ar,n_episodes,n_alarms
ABCD,0.0,50.0,0.0,1.0,1.0,1.0,1.0,510.32,0.0,1.1034604519774012,50.0,50.0
ABCDx,0.0,50.0,0.0,1.0,1.0,1.0,1.0,510.32,0.0,1.1034604519774012,50.0,50.0
ADWIN,0.0,0.0,50.0,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.0
CUSUM,9.0,3.0,47.0,0.25,0.06,0.06,0.0967741935483871,-2008.6666666666667,0.19862288135593223,0.2648305084745763,50.0,12.0
DDM,2.0,1.0,49.0,0.3333333333333333,0.02,0.02,0.03773584905660377,-634.0,0.04413841807909605,0.06620762711864407,50.0,3.0
EWMAChart,0.0,0.0,50.0,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.0
GeometricMovingAverage,0.0,0.0,50.0,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.0
HDDMAverage,4.0,2.0,48.0,0.3333333333333333,0.04,0.04,0.07142857142857142,751.5,0.0882768361581921,0.13241525423728814,50.0,6.0
HDDMWeighted,214.0,42.0,20.0,0.1640625,0.6774193548387096,0.6,0.2641509433962264,1402.8333333333333,4.722810734463277,5.649717514124294,50.0,256.0
PageHinkley,0.0,0.0,50.0,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.0
RDDM,38.0,5.0,45.0,0.11627906976744186,0.1,0.1,0.1075268817204301,-1612.6,0.8386299435028248,0.948975988700565,50.0,43.0
SEED,9.0,52.0,0.0,0.8524590163934426,1.0,1.0,0.9203539823008848,26.7,0.19862288135593223,1.3462217514124293,50.0,61.0
STEPD,255.0,120.0,0.0,0.32,1.0,1.0,0.48484848484848486,-537.22,5.627648305084746,8.275953389830509,50.0,375.0
STUDD,90.0,6.0,45.0,0.0625,0.11764705882352941,0.1,0.08163265306122448,1540.8,1.986228813559322,2.1186440677966103,50.0,96.0
