detector,stream,learner,drift_type,params,fp,tp,fn,precision,recall,episode_recall,f1,mdt,far,ar,n_episodes,n_alarms
ADWIN,Electricity,HoeffdingTree,ABRUPT,{'delta': 0.001},357,34,38,0.0869565217391304,0.4722222222222222,0.24,0.1468682505399567,1809.6666666666667,7.878707627118644,8.629060734463277,50,391
ADWIN,Covtype,HoeffdingTree,ABRUPT,{'delta': 0.001},421,43,32,0.0926724137931034,0.5733333333333334,0.36,0.1595547309833024,1023.5555555555557,4.21,4.64,50,464
ADWIN,Posture,HoeffdingTree,ABRUPT,{'delta': 0.001},192,21,42,0.0985915492957746,0.3333333333333333,0.16,0.1521739130434782,1365.875,1.92,2.13,50,213
ADWIN,Rialto,HoeffdingTree,ABRUPT,{'delta': 0.001},607,20,43,0.0318979266347687,0.3174603174603174,0.14,0.0579710144927536,947.4285714285714,7.379939209726444,7.623100303951367,50,627
ADWIN,GasSensorArray,HoeffdingTree,ABRUPT,{'delta': 0.001},80,53,32,0.3984962406015037,0.6235294117647059,0.36,0.4862385321100917,823.7222222222222,5.751258087706686,9.561466570812366,50,133
ADWIN,NOAA,HoeffdingTree,ABRUPT,{'delta': 0.001},165,132,23,0.4444444444444444,0.8516129032258064,0.54,0.584070796460177,757.8888888888889,9.086403436312573,16.35552618536263,50,297
ADWIN,Asfault,HoeffdingTree,ABRUPT,{'delta': 0.001},107,11,43,0.0932203389830508,0.2037037037037037,0.14,0.127906976744186,423.0,12.49562069368212,13.780217213593366,50,118
ADWIN,Electricity,HoeffdingTree,ABRUPT,{'delta': 0.002},357,39,35,0.0984848484848484,0.527027027027027,0.3,0.1659574468085106,1875.0666666666664,7.878707627118644,8.739406779661016,50,396
ADWIN,Covtype,HoeffdingTree,ABRUPT,{'delta': 0.002},440,40,33,0.0833333333333333,0.547945205479452,0.34,0.1446654611211573,978.1176470588236,4.4,4.8,50,480
ADWIN,Posture,HoeffdingTree,ABRUPT,{'delta': 0.002},210,22,42,0.0948275862068965,0.34375,0.16,0.1486486486486486,1353.5,2.1,2.32,50,232
ADWIN,Rialto,HoeffdingTree,ABRUPT,{'delta': 0.002},626,19,40,0.0294573643410852,0.3220338983050847,0.2,0.0539772727272727,1207.0,7.6109422492401215,7.8419452887538,50,645
ADWIN,GasSensorArray,HoeffdingTree,ABRUPT,{'delta': 0.002},90,55,31,0.3793103448275862,0.6395348837209303,0.38,0.4761904761904762,799.9473684210526,6.4701653486700215,10.42415528396837,50,145
ADWIN,NOAA,HoeffdingTree,ABRUPT,{'delta': 0.002},177,133,21,0.4290322580645161,0.8636363636363636,0.58,0.5732758620689655,767.551724137931,9.747232777135306,17.07142463792059,50,310
